rank,mod_type,fll_bw,costas_bw,sym_bw,preamble_size,avg_ber,min_ber,avg_pdr,max_noise_tolerance,composite_score,tested_scenarios
1517,QPSK,0.05,0.09,0.033,32,0.0,0.0,80.0,0.0,1798.4,1
1518,QPSK,0.0628,0.11,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1519,QPSK,0.0314,0.06,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1520,BPSK,0.0314,0.1,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1521,QPSK,0.02,0.08,0.033,32,0.0,0.0,80.0,0.0,1798.4,1
1522,QPSK,0.0628,0.08,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1523,QPSK,0.0314,0.04,0.035,32,0.0,0.0,80.0,0.0,1798.4,1
1524,QPSK,0.0314,0.05,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1525,BPSK,0.0314,0.07,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1526,QPSK,0.0628,0.115,0.113,32,0.0,0.0,80.0,0.0,1798.4,1
1527,QPSK,0.0628,0.085,0.039,32,0.0,0.0,80.0,0.0,1798.4,1
1528,QPSK,0.0314,0.085,0.109,32,0.0,0.0,80.0,0.0,1798.4,1
1529,BPSK,0.0314,0.06,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1530,BPSK,0.0628,0.025,0.005,32,0.0,0.0,80.0,0.0,1798.4,1
1531,BPSK,0.0628,0.075,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1532,BPSK,0.02,0.12,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1533,QPSK,0.02,0.055,0.119,32,0.0,0.0,80.0,0.0,1798.4,1
1534,QPSK,0.0314,0.02,0.009,32,0.0,0.0,80.0,0.0,1798.4,1
1535,BPSK,0.02,0.07,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1536,QPSK,0.02,0.025,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1537,BPSK,0.0628,0.09,0.057,32,0.0,0.0,80.0,0.0,1798.4,1
1538,QPSK,0.05,0.12,0.007,32,0.0,0.0,80.0,0.0,1798.4,1
1539,QPSK,0.0314,0.04,0.063,32,0.0,0.0,80.0,0.0,1798.4,1
1540,QPSK,0.02,0.02,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1541,QPSK,0.0314,0.115,0.099,32,0.0,0.0,80.0,0.0,1798.4,1
1542,QPSK,0.05,0.04,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1543,QPSK,0.0628,0.09,0.109,32,0.0,0.0,80.0,0.0,1798.4,1
1544,QPSK,0.0628,0.04,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1545,QPSK,0.05,0.05,0.085,32,0.0,0.0,80.0,0.0,1798.4,1
1546,QPSK,0.0628,0.045,0.077,32,0.0,0.0,80.0,0.0,1798.4,1
1547,QPSK,0.0628,0.055,0.033,32,0.0,0.0,80.0,0.0,1798.4,1
1548,QPSK,0.0314,0.115,0.007,32,0.0,0.0,80.0,0.0,1798.4,1
1549,QPSK,0.0628,0.08,0.119,32,0.0,0.0,80.0,0.0,1798.4,1
1550,BPSK,0.02,0.07,0.021,32,0.0,0.0,80.0,0.0,1798.4,1
1551,QPSK,0.0314,0.07,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1552,QPSK,0.0628,0.09,0.039,32,0.0,0.0,80.0,0.0,1798.4,1
1553,BPSK,0.05,0.05,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1554,BPSK,0.0628,0.025,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1555,BPSK,0.0628,0.105,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1556,QPSK,0.02,0.05,0.095,32,0.0,0.0,80.0,0.0,1798.4,1
1557,QPSK,0.05,0.055,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1558,BPSK,0.0314,0.06,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1559,BPSK,0.0628,0.095,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1560,QPSK,0.0628,0.045,0.033,32,0.0,0.0,80.0,0.0,1798.4,1
1561,QPSK,0.02,0.095,0.067,32,0.0,0.0,80.0,0.0,1798.4,1
1562,BPSK,0.02,0.045,0.015,32,0.0,0.0,80.0,0.0,1798.4,1
1563,QPSK,0.0314,0.115,0.037,32,0.0,0.0,80.0,0.0,1798.4,1
1564,QPSK,0.0628,0.075,0.105,32,0.0,0.0,80.0,0.0,1798.4,1
1565,BPSK,0.0628,0.08,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1566,QPSK,0.05,0.07,0.103,32,0.0,0.0,80.0,0.0,1798.4,1
1567,BPSK,0.0314,0.095,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1568,QPSK,0.02,0.035,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1569,QPSK,0.0314,0.025,0.049,32,0.0,0.0,80.0,0.0,1798.4,1
1570,QPSK,0.02,0.04,0.009,32,0.0,0.0,80.0,0.0,1798.4,1
1571,QPSK,0.0314,0.08,0.105,32,0.0,0.0,80.0,0.0,1798.4,1
1572,QPSK,0.0314,0.11,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1573,QPSK,0.05,0.04,0.125,32,0.0,0.0,80.0,0.0,1798.4,1
1574,BPSK,0.0314,0.12,0.005,32,0.0,0.0,80.0,0.0,1798.4,1
1575,QPSK,0.0628,0.09,0.083,32,0.0,0.0,80.0,0.0,1798.4,1
1576,QPSK,0.0314,0.095,0.065,32,0.0,0.0,80.0,0.0,1798.4,1
1577,QPSK,0.0628,0.11,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1578,BPSK,0.05,0.12,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1579,QPSK,0.02,0.03,0.135,32,0.0,0.0,80.0,0.0,1798.4,1
1580,BPSK,0.05,0.08,0.025,32,0.0,0.0,80.0,0.0,1798.4,1
1581,QPSK,0.0628,0.115,0.035,32,0.0,0.0,80.0,0.0,1798.4,1
1582,BPSK,0.05,0.05,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1583,QPSK,0.0628,0.07,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1584,QPSK,0.05,0.105,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1585,BPSK,0.0628,0.11,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1586,QPSK,0.05,0.08,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1587,BPSK,0.0628,0.09,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1588,BPSK,0.0314,0.075,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1589,QPSK,0.0314,0.065,0.095,32,0.0,0.0,80.0,0.0,1798.4,1
1590,QPSK,0.0314,0.025,0.007,32,0.0,0.0,80.0,0.0,1798.4,1
1591,BPSK,0.0314,0.08,0.005,32,0.0,0.0,80.0,0.0,1798.4,1
1592,QPSK,0.05,0.065,0.125,32,0.0,0.0,80.0,0.0,1798.4,1
1593,BPSK,0.05,0.08,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1594,QPSK,0.05,0.08,0.075,32,0.0,0.0,80.0,0.0,1798.4,1
1595,QPSK,0.0314,0.09,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1596,BPSK,0.02,0.04,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1597,QPSK,0.0628,0.045,0.133,32,0.0,0.0,80.0,0.0,1798.4,1
1598,QPSK,0.02,0.12,0.105,32,0.0,0.0,80.0,0.0,1798.4,1
1599,BPSK,0.0628,0.095,0.015,32,0.0,0.0,80.0,0.0,1798.4,1
1600,QPSK,0.05,0.035,0.117,32,0.0,0.0,80.0,0.0,1798.4,1
1601,BPSK,0.02,0.06,0.025,32,0.0,0.0,80.0,0.0,1798.4,1
1602,QPSK,0.02,0.075,0.083,32,0.0,0.0,80.0,0.0,1798.4,1
1603,QPSK,0.02,0.105,0.123,32,0.0,0.0,80.0,0.0,1798.4,1
1604,QPSK,0.0314,0.03,0.035,32,0.0,0.0,80.0,0.0,1798.4,1
1605,QPSK,0.02,0.025,0.139,32,0.0,0.0,80.0,0.0,1798.4,1
1606,BPSK,0.05,0.085,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1607,BPSK,0.05,0.09,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1608,QPSK,0.02,0.085,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1609,BPSK,0.0628,0.055,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1610,QPSK,0.02,0.1,0.097,32,0.0,0.0,80.0,0.0,1798.4,1
1611,QPSK,0.05,0.07,0.109,32,0.0,0.0,80.0,0.0,1798.4,1
1612,QPSK,0.02,0.075,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1613,QPSK,0.0314,0.045,0.105,32,0.0,0.0,80.0,0.0,1798.4,1
1614,BPSK,0.0314,0.105,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1615,QPSK,0.0314,0.025,0.109,32,0.0,0.0,80.0,0.0,1798.4,1
1616,BPSK,0.0628,0.025,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1617,QPSK,0.02,0.025,0.125,32,0.0,0.0,80.0,0.0,1798.4,1
1618,QPSK,0.0314,0.115,0.095,32,0.0,0.0,80.0,0.0,1798.4,1
1619,QPSK,0.0314,0.025,0.021,32,0.0,0.0,80.0,0.0,1798.4,1
1620,BPSK,0.02,0.045,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1621,BPSK,0.0628,0.1,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1622,QPSK,0.02,0.02,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1623,QPSK,0.0628,0.055,0.083,32,0.0,0.0,80.0,0.0,1798.4,1
1624,QPSK,0.0314,0.06,0.049,32,0.0,0.0,80.0,0.0,1798.4,1
1625,QPSK,0.0628,0.07,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
1626,BPSK,0.05,0.025,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1627,QPSK,0.0314,0.06,0.075,32,0.0,0.0,80.0,0.0,1798.4,1
1628,QPSK,0.05,0.085,0.077,32,0.0,0.0,80.0,0.0,1798.4,1
1629,QPSK,0.02,0.105,0.037,32,0.0,0.0,80.0,0.0,1798.4,1
1630,QPSK,0.02,0.05,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1631,QPSK,0.0628,0.1,0.131,32,0.0,0.0,80.0,0.0,1798.4,1
1632,BPSK,0.0628,0.085,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1633,BPSK,0.05,0.06,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1634,QPSK,0.0314,0.085,0.133,32,0.0,0.0,80.0,0.0,1798.4,1
1635,QPSK,0.05,0.08,0.037,32,0.0,0.0,80.0,0.0,1798.4,1
1636,QPSK,0.0628,0.09,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1637,BPSK,0.0314,0.05,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1638,QPSK,0.02,0.105,0.101,32,0.0,0.0,80.0,0.0,1798.4,1
1639,QPSK,0.0314,0.07,0.099,32,0.0,0.0,80.0,0.0,1798.4,1
1640,BPSK,0.05,0.105,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1641,QPSK,0.02,0.07,0.105,32,0.0,0.0,80.0,0.0,1798.4,1
1642,QPSK,0.05,0.045,0.077,32,0.0,0.0,80.0,0.0,1798.4,1
1643,QPSK,0.05,0.08,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1644,BPSK,0.0314,0.09,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1645,QPSK,0.0314,0.11,0.121,32,0.0,0.0,80.0,0.0,1798.4,1
1646,QPSK,0.05,0.045,0.117,32,0.0,0.0,80.0,0.0,1798.4,1
1647,BPSK,0.0628,0.06,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1648,QPSK,0.0314,0.1,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1649,QPSK,0.02,0.09,0.065,32,0.0,0.0,80.0,0.0,1798.4,1
1650,BPSK,0.0628,0.08,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1651,QPSK,0.02,0.055,0.103,32,0.0,0.0,80.0,0.0,1798.4,1
1652,QPSK,0.02,0.065,0.091,32,0.0,0.0,80.0,0.0,1798.4,1
1653,QPSK,0.02,0.095,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
1654,BPSK,0.0314,0.045,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1655,QPSK,0.0628,0.075,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1656,QPSK,0.05,0.075,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1657,BPSK,0.0628,0.06,0.059,32,0.0,0.0,80.0,0.0,1798.4,1
1658,QPSK,0.0628,0.065,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1659,QPSK,0.0314,0.085,0.057,32,0.0,0.0,80.0,0.0,1798.4,1
1660,QPSK,0.02,0.115,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1661,BPSK,0.05,0.12,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1662,QPSK,0.0628,0.065,0.025,32,0.0,0.0,80.0,0.0,1798.4,1
1663,QPSK,0.0314,0.07,0.097,32,0.0,0.0,80.0,0.0,1798.4,1
1664,BPSK,0.05,0.04,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1665,QPSK,0.0314,0.035,0.117,32,0.0,0.0,80.0,0.0,1798.4,1
1666,QPSK,0.02,0.075,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1667,QPSK,0.0628,0.12,0.079,32,0.0,0.0,80.0,0.0,1798.4,1
1668,QPSK,0.0314,0.035,0.113,32,0.0,0.0,80.0,0.0,1798.4,1
1669,QPSK,0.02,0.105,0.031,32,0.0,0.0,80.0,0.0,1798.4,1
1670,BPSK,0.02,0.11,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1671,QPSK,0.0314,0.095,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1672,QPSK,0.05,0.06,0.129,32,0.0,0.0,80.0,0.0,1798.4,1
1673,BPSK,0.0628,0.11,0.025,32,0.0,0.0,80.0,0.0,1798.4,1
1674,QPSK,0.05,0.115,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1675,QPSK,0.02,0.06,0.091,32,0.0,0.0,80.0,0.0,1798.4,1
1676,BPSK,0.02,0.085,0.057,32,0.0,0.0,80.0,0.0,1798.4,1
1677,QPSK,0.0314,0.075,0.109,32,0.0,0.0,80.0,0.0,1798.4,1
1678,QPSK,0.05,0.04,0.127,32,0.0,0.0,80.0,0.0,1798.4,1
1679,QPSK,0.02,0.1,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1680,QPSK,0.0314,0.115,0.125,32,0.0,0.0,80.0,0.0,1798.4,1
1681,BPSK,0.05,0.095,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1682,BPSK,0.0314,0.06,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1683,QPSK,0.02,0.12,0.021,32,0.0,0.0,80.0,0.0,1798.4,1
1684,QPSK,0.0314,0.035,0.127,32,0.0,0.0,80.0,0.0,1798.4,1
1685,BPSK,0.0628,0.12,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1686,QPSK,0.02,0.12,0.075,32,0.0,0.0,80.0,0.0,1798.4,1
1687,BPSK,0.0628,0.055,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1688,BPSK,0.05,0.095,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1689,QPSK,0.05,0.04,0.039,32,0.0,0.0,80.0,0.0,1798.4,1
1690,QPSK,0.02,0.035,0.129,32,0.0,0.0,80.0,0.0,1798.4,1
1691,BPSK,0.02,0.05,0.049,32,0.0,0.0,80.0,0.0,1798.4,1
1692,QPSK,0.02,0.105,0.049,32,0.0,0.0,80.0,0.0,1798.4,1
1693,QPSK,0.0628,0.06,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1694,QPSK,0.0314,0.115,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
1695,QPSK,0.0314,0.11,0.129,32,0.0,0.0,80.0,0.0,1798.4,1
1696,BPSK,0.0314,0.025,0.057,32,0.0,0.0,80.0,0.0,1798.4,1
1697,QPSK,0.0314,0.03,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1698,QPSK,0.05,0.075,0.097,32,0.0,0.0,80.0,0.0,1798.4,1
1699,QPSK,0.0314,0.07,0.139,32,0.0,0.0,80.0,0.0,1798.4,1
1700,BPSK,0.02,0.075,0.009,32,0.0,0.0,80.0,0.0,1798.4,1
1701,QPSK,0.0628,0.06,0.133,32,0.0,0.0,80.0,0.0,1798.4,1
1702,QPSK,0.0628,0.1,0.077,32,0.0,0.0,80.0,0.0,1798.4,1
1703,QPSK,0.0314,0.12,0.139,32,0.0,0.0,80.0,0.0,1798.4,1
1704,QPSK,0.0314,0.05,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1705,QPSK,0.0628,0.075,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1706,BPSK,0.05,0.12,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1707,BPSK,0.05,0.03,0.009,32,0.0,0.0,80.0,0.0,1798.4,1
1708,BPSK,0.0628,0.07,0.007,32,0.0,0.0,80.0,0.0,1798.4,1
1709,QPSK,0.02,0.04,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1710,BPSK,0.0628,0.09,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1711,QPSK,0.0314,0.06,0.139,32,0.0,0.0,80.0,0.0,1798.4,1
1712,QPSK,0.05,0.045,0.115,32,0.0,0.0,80.0,0.0,1798.4,1
1713,QPSK,0.0628,0.04,0.049,32,0.0,0.0,80.0,0.0,1798.4,1
1714,BPSK,0.02,0.11,0.005,32,0.0,0.0,80.0,0.0,1798.4,1
1715,QPSK,0.0628,0.075,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1716,QPSK,0.0314,0.06,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1717,QPSK,0.02,0.025,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
1718,BPSK,0.0314,0.065,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1719,QPSK,0.02,0.11,0.113,32,0.0,0.0,80.0,0.0,1798.4,1
1720,BPSK,0.0628,0.035,0.057,32,0.0,0.0,80.0,0.0,1798.4,1
1721,QPSK,0.0628,0.09,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1722,QPSK,0.02,0.08,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1723,QPSK,0.05,0.105,0.039,32,0.0,0.0,80.0,0.0,1798.4,1
1724,BPSK,0.0314,0.105,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1725,QPSK,0.0314,0.08,0.135,32,0.0,0.0,80.0,0.0,1798.4,1
1726,QPSK,0.05,0.07,0.117,32,0.0,0.0,80.0,0.0,1798.4,1
1727,QPSK,0.05,0.045,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1728,QPSK,0.02,0.105,0.119,32,0.0,0.0,80.0,0.0,1798.4,1
1729,QPSK,0.0314,0.075,0.065,32,0.0,0.0,80.0,0.0,1798.4,1
1730,QPSK,0.02,0.06,0.085,32,0.0,0.0,80.0,0.0,1798.4,1
1731,BPSK,0.02,0.09,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1732,BPSK,0.0314,0.075,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1733,QPSK,0.0628,0.115,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1734,BPSK,0.0628,0.04,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1735,QPSK,0.05,0.06,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
1736,BPSK,0.0314,0.035,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1737,QPSK,0.02,0.055,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1738,QPSK,0.05,0.1,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1739,QPSK,0.0628,0.06,0.089,32,0.0,0.0,80.0,0.0,1798.4,1
1740,QPSK,0.0314,0.055,0.093,32,0.0,0.0,80.0,0.0,1798.4,1
1741,QPSK,0.0628,0.07,0.113,32,0.0,0.0,80.0,0.0,1798.4,1
1742,BPSK,0.02,0.055,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1743,QPSK,0.02,0.035,0.137,32,0.0,0.0,80.0,0.0,1798.4,1
1744,QPSK,0.0314,0.05,0.121,32,0.0,0.0,80.0,0.0,1798.4,1
1745,QPSK,0.0628,0.05,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1746,QPSK,0.0314,0.1,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1747,QPSK,0.0314,0.115,0.121,32,0.0,0.0,80.0,0.0,1798.4,1
1748,QPSK,0.0628,0.085,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1749,QPSK,0.0314,0.07,0.119,32,0.0,0.0,80.0,0.0,1798.4,1
1750,QPSK,0.0314,0.085,0.121,32,0.0,0.0,80.0,0.0,1798.4,1
1751,BPSK,0.05,0.06,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1752,QPSK,0.0314,0.115,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1753,QPSK,0.02,0.04,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1754,QPSK,0.02,0.11,0.131,32,0.0,0.0,80.0,0.0,1798.4,1
1755,BPSK,0.05,0.095,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1756,QPSK,0.0628,0.12,0.077,32,0.0,0.0,80.0,0.0,1798.4,1
1757,QPSK,0.05,0.115,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1758,BPSK,0.0314,0.08,0.051,32,0.0,0.0,80.0,0.0,1798.4,1
1759,QPSK,0.0628,0.08,0.113,32,0.0,0.0,80.0,0.0,1798.4,1
1760,QPSK,0.0628,0.05,0.023,32,0.0,0.0,80.0,0.0,1798.4,1
1761,QPSK,0.02,0.06,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1762,QPSK,0.02,0.07,0.045,32,0.0,0.0,80.0,0.0,1798.4,1
1763,QPSK,0.02,0.07,0.103,32,0.0,0.0,80.0,0.0,1798.4,1
1764,BPSK,0.02,0.1,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1765,BPSK,0.02,0.1,0.015,32,0.0,0.0,80.0,0.0,1798.4,1
1766,QPSK,0.0314,0.11,0.095,32,0.0,0.0,80.0,0.0,1798.4,1
1767,QPSK,0.05,0.1,0.119,32,0.0,0.0,80.0,0.0,1798.4,1
1768,QPSK,0.0314,0.105,0.019,32,0.0,0.0,80.0,0.0,1798.4,1
1769,QPSK,0.02,0.035,0.095,32,0.0,0.0,80.0,0.0,1798.4,1
1770,QPSK,0.02,0.075,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1771,QPSK,0.0628,0.095,0.119,32,0.0,0.0,80.0,0.0,1798.4,1
1772,QPSK,0.02,0.07,0.053,32,0.0,0.0,80.0,0.0,1798.4,1
1773,QPSK,0.0628,0.05,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1774,QPSK,0.0314,0.02,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1775,QPSK,0.0628,0.115,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1776,BPSK,0.0628,0.09,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1777,QPSK,0.0628,0.095,0.093,32,0.0,0.0,80.0,0.0,1798.4,1
1778,QPSK,0.02,0.08,0.091,32,0.0,0.0,80.0,0.0,1798.4,1
1779,QPSK,0.02,0.06,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1780,BPSK,0.02,0.085,0.055,32,0.0,0.0,80.0,0.0,1798.4,1
1781,QPSK,0.05,0.11,0.081,32,0.0,0.0,80.0,0.0,1798.4,1
1782,BPSK,0.02,0.1,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1783,QPSK,0.0628,0.07,0.075,32,0.0,0.0,80.0,0.0,1798.4,1
1784,QPSK,0.05,0.04,0.105,32,0.0,0.0,80.0,0.0,1798.4,1
1785,BPSK,0.0314,0.025,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1786,QPSK,0.05,0.11,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1787,QPSK,0.02,0.055,0.029,32,0.0,0.0,80.0,0.0,1798.4,1
1788,QPSK,0.0628,0.12,0.095,32,0.0,0.0,80.0,0.0,1798.4,1
1789,QPSK,0.02,0.025,0.103,32,0.0,0.0,80.0,0.0,1798.4,1
1790,BPSK,0.0314,0.055,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1791,QPSK,0.0628,0.09,0.129,32,0.0,0.0,80.0,0.0,1798.4,1
1792,BPSK,0.02,0.09,0.013,32,0.0,0.0,80.0,0.0,1798.4,1
1793,QPSK,0.05,0.105,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
1794,QPSK,0.02,0.07,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1795,BPSK,0.0314,0.085,0.005,32,0.0,0.0,80.0,0.0,1798.4,1
1796,BPSK,0.0628,0.05,0.047,32,0.0,0.0,80.0,0.0,1798.4,1
1797,QPSK,0.0314,0.05,0.127,32,0.0,0.0,80.0,0.0,1798.4,1
1798,QPSK,0.05,0.09,0.109,32,0.0,0.0,80.0,0.0,1798.4,1
1799,QPSK,0.02,0.11,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1800,QPSK,0.0314,0.04,0.065,32,0.0,0.0,80.0,0.0,1798.4,1
1801,BPSK,0.0628,0.085,0.027,32,0.0,0.0,80.0,0.0,1798.4,1
1802,QPSK,0.0628,0.07,0.093,32,0.0,0.0,80.0,0.0,1798.4,1
1803,BPSK,0.02,0.1,0.061,32,0.0,0.0,80.0,0.0,1798.4,1
1804,QPSK,0.0314,0.02,0.099,32,0.0,0.0,80.0,0.0,1798.4,1
1805,QPSK,0.0628,0.065,0.059,32,0.0,0.0,80.0,0.0,1798.4,1
1806,QPSK,0.0628,0.105,0.011,32,0.0,0.0,80.0,0.0,1798.4,1
1807,BPSK,0.0314,0.07,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1808,QPSK,0.05,0.07,0.017,32,0.0,0.0,80.0,0.0,1798.4,1
1809,QPSK,0.0628,0.105,0.117,32,0.0,0.0,80.0,0.0,1798.4,1
1810,BPSK,0.0314,0.105,0.015,32,0.0,0.0,80.0,0.0,1798.4,1
1811,QPSK,0.02,0.035,0.099,32,0.0,0.0,80.0,0.0,1798.4,1
1812,QPSK,0.0314,0.08,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1813,QPSK,0.0314,0.115,0.135,32,0.0,0.0,80.0,0.0,1798.4,1
1814,BPSK,0.0314,0.085,0.043,32,0.0,0.0,80.0,0.0,1798.4,1
1815,QPSK,0.02,0.035,0.079,32,0.0,0.0,80.0,0.0,1798.4,1
1816,QPSK,0.0314,0.11,0.091,32,0.0,0.0,80.0,0.0,1798.4,1
1817,BPSK,0.0628,0.085,0.021,32,0.0,0.0,80.0,0.0,1798.4,1
1818,QPSK,0.0314,0.045,0.049,32,0.0,0.0,80.0,0.0,1798.4,1
1819,QPSK,0.0314,0.095,0.073,32,0.0,0.0,80.0,0.0,1798.4,1
1820,BPSK,0.05,0.09,0.041,32,0.0,0.0,80.0,0.0,1798.4,1
1821,QPSK,0.05,0.09,0.087,32,0.0,0.0,80.0,0.0,1798.4,1
