rank,mod_type,fll_bw,costas_bw,sym_bw,preamble_size,avg_ber,min_ber,avg_pdr,max_noise_tolerance,composite_score,tested_scenarios
23788,QPSK,0.01,0.035,0.02,32,0.0,0.0,80.0,0.0,1798.4,1
23789,QPSK,0.05,0.045,0.12,32,0.0,0.0,80.0,0.0,1798.4,1
23790,QPSK,0.01,0.075,0.002,32,0.0,0.0,80.0,0.0,1798.4,1
23791,QPSK,0.01,0.165,0.082,32,0.0,0.0,80.0,0.0,1798.4,1
23792,QPSK,0.0314,0.18,0.006,32,0.0,0.0,80.0,0.0,1798.4,1
23793,QPSK,0.0628,0.175,0.062,32,0.0,0.0,80.0,0.0,1798.4,1
23794,QPSK,0.0314,0.1,0.078,32,0.0,0.0,80.0,0.0,1798.4,1
23795,QPSK,0.0628,0.115,0.022,32,0.0,0.0,80.0,0.0,1798.4,1
23796,QPSK,0.02,0.195,0.084,32,0.0,0.0,80.0,0.0,1798.4,1
23797,BPSK,0.04,0.085,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
23798,QPSK,0.0628,0.18,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23799,BPSK,0.1,0.05,0.002,32,0.0,0.0,80.0,0.0,1798.4,1
23800,BPSK,0.01,0.04,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
23801,QPSK,0.05,0.195,0.086,32,0.0,0.0,80.0,0.0,1798.4,1
23802,BPSK,0.05,0.03,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23803,QPSK,0.1,0.18,0.084,32,0.0,0.0,80.0,0.0,1798.4,1
23804,QPSK,0.1,0.175,0.022,32,0.0,0.0,80.0,0.0,1798.4,1
23805,QPSK,0.0628,0.09,0.088,32,0.0,0.0,80.0,0.0,1798.4,1
23806,QPSK,0.05,0.115,0.088,32,0.0,0.0,80.0,0.0,1798.4,1
23807,QPSK,0.04,0.06,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
23808,QPSK,0.04,0.11,0.14,32,0.0,0.0,80.0,0.0,1798.4,1
23809,QPSK,0.0628,0.15,0.08,32,0.0,0.0,80.0,0.0,1798.4,1
23810,QPSK,0.04,0.105,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23811,QPSK,0.04,0.075,0.042,32,0.0,0.0,80.0,0.0,1798.4,1
23812,BPSK,0.04,0.13,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
23813,QPSK,0.0314,0.2,0.032,32,0.0,0.0,80.0,0.0,1798.4,1
23814,QPSK,0.0628,0.045,0.114,32,0.0,0.0,80.0,0.0,1798.4,1
23815,QPSK,0.01,0.055,0.148,32,0.0,0.0,80.0,0.0,1798.4,1
23816,BPSK,0.01,0.035,0.008,32,0.0,0.0,80.0,0.0,1798.4,1
23817,QPSK,0.0628,0.17,0.098,32,0.0,0.0,80.0,0.0,1798.4,1
23818,QPSK,0.01,0.055,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
23819,QPSK,0.01,0.185,0.108,32,0.0,0.0,80.0,0.0,1798.4,1
23820,QPSK,0.04,0.155,0.034,32,0.0,0.0,80.0,0.0,1798.4,1
23821,QPSK,0.0628,0.115,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23822,BPSK,0.0628,0.17,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
23823,BPSK,0.02,0.04,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
23824,BPSK,0.01,0.05,0.002,32,0.0,0.0,80.0,0.0,1798.4,1
23825,QPSK,0.05,0.13,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
23826,BPSK,0.02,0.11,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23827,QPSK,0.0628,0.125,0.1,32,0.0,0.0,80.0,0.0,1798.4,1
23828,QPSK,0.04,0.165,0.086,32,0.0,0.0,80.0,0.0,1798.4,1
23829,QPSK,0.01,0.04,0.064,32,0.0,0.0,80.0,0.0,1798.4,1
23830,QPSK,0.04,0.12,0.112,32,0.0,0.0,80.0,0.0,1798.4,1
23831,QPSK,0.0314,0.155,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
23832,QPSK,0.0628,0.085,0.074,32,0.0,0.0,80.0,0.0,1798.4,1
23833,QPSK,0.05,0.16,0.02,32,0.0,0.0,80.0,0.0,1798.4,1
23834,QPSK,0.02,0.015,0.108,32,0.0,0.0,80.0,0.0,1798.4,1
23835,QPSK,0.0314,0.07,0.07,32,0.0,0.0,80.0,0.0,1798.4,1
23836,QPSK,0.02,0.085,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23837,QPSK,0.04,0.065,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
23838,QPSK,0.04,0.105,0.008,32,0.0,0.0,80.0,0.0,1798.4,1
23839,QPSK,0.01,0.065,0.098,32,0.0,0.0,80.0,0.0,1798.4,1
23840,QPSK,0.02,0.09,0.128,32,0.0,0.0,80.0,0.0,1798.4,1
23841,BPSK,0.0314,0.11,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23842,BPSK,0.05,0.055,0.014,32,0.0,0.0,80.0,0.0,1798.4,1
23843,QPSK,0.01,0.045,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
23844,BPSK,0.0628,0.11,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
23845,QPSK,0.01,0.095,0.148,32,0.0,0.0,80.0,0.0,1798.4,1
23846,QPSK,0.0628,0.105,0.094,32,0.0,0.0,80.0,0.0,1798.4,1
23847,QPSK,0.0628,0.195,0.12,32,0.0,0.0,80.0,0.0,1798.4,1
23848,QPSK,0.04,0.09,0.008,32,0.0,0.0,80.0,0.0,1798.4,1
23849,QPSK,0.0628,0.195,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23850,BPSK,0.0314,0.14,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
23851,BPSK,0.0314,0.01,0.02,32,0.0,0.0,80.0,0.0,1798.4,1
23852,BPSK,0.01,0.07,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
23853,BPSK,0.08,0.19,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23854,QPSK,0.0314,0.17,0.106,32,0.0,0.0,80.0,0.0,1798.4,1
23855,BPSK,0.1,0.165,0.024,32,0.0,0.0,80.0,0.0,1798.4,1
23856,QPSK,0.01,0.045,0.048,32,0.0,0.0,80.0,0.0,1798.4,1
23857,QPSK,0.02,0.165,0.062,32,0.0,0.0,80.0,0.0,1798.4,1
23858,QPSK,0.0628,0.04,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
23859,BPSK,0.02,0.01,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23860,QPSK,0.02,0.045,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
23861,QPSK,0.01,0.08,0.048,32,0.0,0.0,80.0,0.0,1798.4,1
23862,BPSK,0.08,0.145,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
23863,QPSK,0.02,0.075,0.138,32,0.0,0.0,80.0,0.0,1798.4,1
23864,QPSK,0.0314,0.19,0.102,32,0.0,0.0,80.0,0.0,1798.4,1
23865,BPSK,0.01,0.135,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
23866,BPSK,0.0314,0.03,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
23867,QPSK,0.02,0.17,0.024,32,0.0,0.0,80.0,0.0,1798.4,1
23868,QPSK,0.01,0.095,0.072,32,0.0,0.0,80.0,0.0,1798.4,1
23869,QPSK,0.05,0.185,0.11,32,0.0,0.0,80.0,0.0,1798.4,1
23870,QPSK,0.05,0.16,0.036,32,0.0,0.0,80.0,0.0,1798.4,1
23871,BPSK,0.04,0.12,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
23872,QPSK,0.02,0.06,0.022,32,0.0,0.0,80.0,0.0,1798.4,1
23873,QPSK,0.04,0.09,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
23874,BPSK,0.08,0.17,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
23875,BPSK,0.08,0.015,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
23876,QPSK,0.01,0.105,0.102,32,0.0,0.0,80.0,0.0,1798.4,1
23877,QPSK,0.05,0.18,0.01,32,0.0,0.0,80.0,0.0,1798.4,1
23878,BPSK,0.01,0.11,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
23879,BPSK,0.05,0.07,0.016,32,0.0,0.0,80.0,0.0,1798.4,1
23880,BPSK,0.01,0.165,0.002,32,0.0,0.0,80.0,0.0,1798.4,1
23881,QPSK,0.01,0.185,0.114,32,0.0,0.0,80.0,0.0,1798.4,1
23882,BPSK,0.04,0.01,0.006,32,0.0,0.0,80.0,0.0,1798.4,1
23883,BPSK,0.08,0.045,0.022,32,0.0,0.0,80.0,0.0,1798.4,1
23884,QPSK,0.0628,0.1,0.136,32,0.0,0.0,80.0,0.0,1798.4,1
23885,BPSK,0.05,0.03,0.008,32,0.0,0.0,80.0,0.0,1798.4,1
23886,QPSK,0.02,0.1,0.132,32,0.0,0.0,80.0,0.0,1798.4,1
23887,QPSK,0.04,0.085,0.076,32,0.0,0.0,80.0,0.0,1798.4,1
23888,QPSK,0.04,0.065,0.116,32,0.0,0.0,80.0,0.0,1798.4,1
23889,QPSK,0.0628,0.1,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
23890,QPSK,0.08,0.05,0.1,32,0.0,0.0,80.0,0.0,1798.4,1
23891,QPSK,0.01,0.045,0.116,32,0.0,0.0,80.0,0.0,1798.4,1
23892,QPSK,0.04,0.05,0.112,32,0.0,0.0,80.0,0.0,1798.4,1
23893,QPSK,0.1,0.14,0.096,32,0.0,0.0,80.0,0.0,1798.4,1
23894,QPSK,0.01,0.025,0.032,32,0.0,0.0,80.0,0.0,1798.4,1
23895,BPSK,0.02,0.125,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
23896,BPSK,0.0314,0.01,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
23897,QPSK,0.05,0.065,0.1,32,0.0,0.0,80.0,0.0,1798.4,1
23898,QPSK,0.1,0.09,0.124,32,0.0,0.0,80.0,0.0,1798.4,1
23899,QPSK,0.1,0.12,0.016,32,0.0,0.0,80.0,0.0,1798.4,1
23900,QPSK,0.0628,0.175,0.042,32,0.0,0.0,80.0,0.0,1798.4,1
23901,BPSK,0.02,0.03,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23902,QPSK,0.05,0.18,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
23903,QPSK,0.0628,0.115,0.092,32,0.0,0.0,80.0,0.0,1798.4,1
23904,BPSK,0.0314,0.06,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
23905,BPSK,0.04,0.105,0.014,32,0.0,0.0,80.0,0.0,1798.4,1
23906,QPSK,0.05,0.1,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
23907,QPSK,0.04,0.165,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
23908,BPSK,0.1,0.03,0.02,32,0.0,0.0,80.0,0.0,1798.4,1
23909,QPSK,0.08,0.195,0.016,32,0.0,0.0,80.0,0.0,1798.4,1
23910,QPSK,0.0314,0.105,0.134,32,0.0,0.0,80.0,0.0,1798.4,1
23911,BPSK,0.05,0.09,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
23912,QPSK,0.04,0.13,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23913,QPSK,0.04,0.2,0.142,32,0.0,0.0,80.0,0.0,1798.4,1
23914,QPSK,0.1,0.16,0.084,32,0.0,0.0,80.0,0.0,1798.4,1
23915,QPSK,0.0314,0.12,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
23916,QPSK,0.0628,0.15,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23917,QPSK,0.0628,0.19,0.13,32,0.0,0.0,80.0,0.0,1798.4,1
23918,BPSK,0.04,0.01,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23919,BPSK,0.05,0.195,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
23920,QPSK,0.02,0.145,0.064,32,0.0,0.0,80.0,0.0,1798.4,1
23921,QPSK,0.05,0.19,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
23922,QPSK,0.02,0.08,0.022,32,0.0,0.0,80.0,0.0,1798.4,1
23923,QPSK,0.0314,0.03,0.128,32,0.0,0.0,80.0,0.0,1798.4,1
23924,BPSK,0.05,0.18,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23925,QPSK,0.01,0.105,0.09,32,0.0,0.0,80.0,0.0,1798.4,1
23926,BPSK,0.08,0.18,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23927,QPSK,0.0628,0.155,0.016,32,0.0,0.0,80.0,0.0,1798.4,1
23928,QPSK,0.1,0.165,0.14,32,0.0,0.0,80.0,0.0,1798.4,1
23929,QPSK,0.04,0.185,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
23930,QPSK,0.0314,0.14,0.066,32,0.0,0.0,80.0,0.0,1798.4,1
23931,BPSK,0.05,0.02,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
23932,QPSK,0.02,0.145,0.09,32,0.0,0.0,80.0,0.0,1798.4,1
23933,QPSK,0.1,0.185,0.032,32,0.0,0.0,80.0,0.0,1798.4,1
23934,QPSK,0.01,0.03,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
23935,BPSK,0.08,0.175,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
23936,QPSK,0.04,0.18,0.114,32,0.0,0.0,80.0,0.0,1798.4,1
23937,BPSK,0.04,0.11,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
23938,QPSK,0.0628,0.185,0.142,32,0.0,0.0,80.0,0.0,1798.4,1
23939,QPSK,0.0314,0.045,0.128,32,0.0,0.0,80.0,0.0,1798.4,1
23940,BPSK,0.02,0.135,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23941,QPSK,0.08,0.115,0.084,32,0.0,0.0,80.0,0.0,1798.4,1
23942,BPSK,0.0628,0.16,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
23943,QPSK,0.02,0.04,0.126,32,0.0,0.0,80.0,0.0,1798.4,1
23944,BPSK,0.08,0.08,0.02,32,0.0,0.0,80.0,0.0,1798.4,1
23945,QPSK,0.04,0.085,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23946,QPSK,0.0314,0.2,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23947,QPSK,0.08,0.1,0.096,32,0.0,0.0,80.0,0.0,1798.4,1
23948,QPSK,0.0314,0.07,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
23949,QPSK,0.04,0.045,0.068,32,0.0,0.0,80.0,0.0,1798.4,1
23950,QPSK,0.08,0.06,0.068,32,0.0,0.0,80.0,0.0,1798.4,1
23951,QPSK,0.05,0.165,0.036,32,0.0,0.0,80.0,0.0,1798.4,1
23952,QPSK,0.08,0.195,0.136,32,0.0,0.0,80.0,0.0,1798.4,1
23953,QPSK,0.05,0.13,0.088,32,0.0,0.0,80.0,0.0,1798.4,1
23954,QPSK,0.05,0.155,0.118,32,0.0,0.0,80.0,0.0,1798.4,1
23955,QPSK,0.05,0.185,0.1,32,0.0,0.0,80.0,0.0,1798.4,1
23956,BPSK,0.05,0.015,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
23957,QPSK,0.02,0.13,0.074,32,0.0,0.0,80.0,0.0,1798.4,1
23958,QPSK,0.08,0.195,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
23959,QPSK,0.05,0.12,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23960,BPSK,0.0628,0.095,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
23961,QPSK,0.02,0.02,0.04,32,0.0,0.0,80.0,0.0,1798.4,1
23962,BPSK,0.08,0.135,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
23963,BPSK,0.0314,0.1,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
23964,QPSK,0.1,0.15,0.082,32,0.0,0.0,80.0,0.0,1798.4,1
23965,BPSK,0.0314,0.19,0.05,32,0.0,0.0,80.0,0.0,1798.4,1
23966,BPSK,0.0314,0.12,0.048,32,0.0,0.0,80.0,0.0,1798.4,1
23967,QPSK,0.05,0.14,0.068,32,0.0,0.0,80.0,0.0,1798.4,1
23968,QPSK,0.05,0.07,0.086,32,0.0,0.0,80.0,0.0,1798.4,1
23969,QPSK,0.04,0.135,0.144,32,0.0,0.0,80.0,0.0,1798.4,1
23970,QPSK,0.05,0.035,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
23971,QPSK,0.04,0.035,0.098,32,0.0,0.0,80.0,0.0,1798.4,1
23972,QPSK,0.1,0.115,0.112,32,0.0,0.0,80.0,0.0,1798.4,1
23973,BPSK,0.1,0.035,0.042,32,0.0,0.0,80.0,0.0,1798.4,1
23974,QPSK,0.05,0.135,0.14,32,0.0,0.0,80.0,0.0,1798.4,1
23975,BPSK,0.02,0.085,0.002,32,0.0,0.0,80.0,0.0,1798.4,1
23976,BPSK,0.04,0.175,0.062,32,0.0,0.0,80.0,0.0,1798.4,1
23977,BPSK,0.0314,0.075,0.046,32,0.0,0.0,80.0,0.0,1798.4,1
23978,BPSK,0.1,0.01,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
23979,QPSK,0.0314,0.085,0.006,32,0.0,0.0,80.0,0.0,1798.4,1
23980,QPSK,0.0314,0.16,0.116,32,0.0,0.0,80.0,0.0,1798.4,1
23981,QPSK,0.05,0.09,0.138,32,0.0,0.0,80.0,0.0,1798.4,1
23982,QPSK,0.0314,0.175,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
23983,QPSK,0.04,0.105,0.118,32,0.0,0.0,80.0,0.0,1798.4,1
23984,QPSK,0.02,0.13,0.024,32,0.0,0.0,80.0,0.0,1798.4,1
23985,BPSK,0.0628,0.03,0.008,32,0.0,0.0,80.0,0.0,1798.4,1
23986,QPSK,0.01,0.095,0.074,32,0.0,0.0,80.0,0.0,1798.4,1
23987,BPSK,0.1,0.055,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
23988,QPSK,0.01,0.16,0.142,32,0.0,0.0,80.0,0.0,1798.4,1
23989,QPSK,0.02,0.02,0.122,32,0.0,0.0,80.0,0.0,1798.4,1
23990,BPSK,0.04,0.06,0.012,32,0.0,0.0,80.0,0.0,1798.4,1
23991,QPSK,0.0314,0.145,0.068,32,0.0,0.0,80.0,0.0,1798.4,1
23992,BPSK,0.01,0.155,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
23993,QPSK,0.04,0.055,0.13,32,0.0,0.0,80.0,0.0,1798.4,1
23994,BPSK,0.0314,0.14,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
23995,QPSK,0.05,0.195,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
23996,BPSK,0.08,0.18,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
23997,QPSK,0.0314,0.15,0.118,32,0.0,0.0,80.0,0.0,1798.4,1
23998,BPSK,0.0314,0.19,0.014,32,0.0,0.0,80.0,0.0,1798.4,1
23999,QPSK,0.08,0.19,0.136,32,0.0,0.0,80.0,0.0,1798.4,1
24000,QPSK,0.05,0.16,0.136,32,0.0,0.0,80.0,0.0,1798.4,1
24001,BPSK,0.0314,0.165,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
24002,BPSK,0.05,0.175,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
24003,QPSK,0.0314,0.115,0.034,32,0.0,0.0,80.0,0.0,1798.4,1
24004,QPSK,0.04,0.125,0.08,32,0.0,0.0,80.0,0.0,1798.4,1
24005,QPSK,0.05,0.15,0.008,32,0.0,0.0,80.0,0.0,1798.4,1
24006,QPSK,0.02,0.155,0.014,32,0.0,0.0,80.0,0.0,1798.4,1
24007,QPSK,0.0314,0.07,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
24008,QPSK,0.0314,0.03,0.032,32,0.0,0.0,80.0,0.0,1798.4,1
24009,QPSK,0.04,0.115,0.006,32,0.0,0.0,80.0,0.0,1798.4,1
24010,QPSK,0.04,0.175,0.112,32,0.0,0.0,80.0,0.0,1798.4,1
24011,QPSK,0.02,0.015,0.114,32,0.0,0.0,80.0,0.0,1798.4,1
24012,QPSK,0.0628,0.045,0.028,32,0.0,0.0,80.0,0.0,1798.4,1
24013,QPSK,0.02,0.025,0.104,32,0.0,0.0,80.0,0.0,1798.4,1
24014,BPSK,0.08,0.11,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
24015,BPSK,0.01,0.055,0.046,32,0.0,0.0,80.0,0.0,1798.4,1
24016,BPSK,0.02,0.16,0.01,32,0.0,0.0,80.0,0.0,1798.4,1
24017,QPSK,0.0314,0.155,0.066,32,0.0,0.0,80.0,0.0,1798.4,1
24018,BPSK,0.02,0.13,0.042,32,0.0,0.0,80.0,0.0,1798.4,1
24019,BPSK,0.1,0.185,0.022,32,0.0,0.0,80.0,0.0,1798.4,1
24020,QPSK,0.1,0.075,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
24021,QPSK,0.0314,0.045,0.09,32,0.0,0.0,80.0,0.0,1798.4,1
24022,QPSK,0.0628,0.085,0.042,32,0.0,0.0,80.0,0.0,1798.4,1
24023,BPSK,0.02,0.095,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
24024,BPSK,0.0314,0.16,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
24025,QPSK,0.04,0.17,0.13,32,0.0,0.0,80.0,0.0,1798.4,1
24026,BPSK,0.08,0.2,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
24027,QPSK,0.01,0.065,0.066,32,0.0,0.0,80.0,0.0,1798.4,1
24028,QPSK,0.05,0.155,0.142,32,0.0,0.0,80.0,0.0,1798.4,1
24029,QPSK,0.05,0.2,0.014,32,0.0,0.0,80.0,0.0,1798.4,1
24030,BPSK,0.1,0.065,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
24031,QPSK,0.0314,0.115,0.148,32,0.0,0.0,80.0,0.0,1798.4,1
24032,QPSK,0.01,0.13,0.064,32,0.0,0.0,80.0,0.0,1798.4,1
24033,QPSK,0.02,0.055,0.034,32,0.0,0.0,80.0,0.0,1798.4,1
24034,QPSK,0.05,0.1,0.072,32,0.0,0.0,80.0,0.0,1798.4,1
24035,BPSK,0.02,0.125,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
24036,BPSK,0.0314,0.09,0.048,32,0.0,0.0,80.0,0.0,1798.4,1
24037,QPSK,0.0314,0.075,0.086,32,0.0,0.0,80.0,0.0,1798.4,1
24038,QPSK,0.1,0.19,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
24039,BPSK,0.0314,0.015,0.006,32,0.0,0.0,80.0,0.0,1798.4,1
24040,QPSK,0.05,0.105,0.078,32,0.0,0.0,80.0,0.0,1798.4,1
24041,QPSK,0.02,0.045,0.152,32,0.0,0.0,80.0,0.0,1798.4,1
24042,BPSK,0.08,0.11,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
24043,QPSK,0.04,0.125,0.076,32,0.0,0.0,80.0,0.0,1798.4,1
24044,QPSK,0.04,0.19,0.116,32,0.0,0.0,80.0,0.0,1798.4,1
24045,BPSK,0.1,0.145,0.016,32,0.0,0.0,80.0,0.0,1798.4,1
24046,BPSK,0.1,0.05,0.046,32,0.0,0.0,80.0,0.0,1798.4,1
24047,QPSK,0.08,0.07,0.104,32,0.0,0.0,80.0,0.0,1798.4,1
24048,QPSK,0.0628,0.05,0.152,32,0.0,0.0,80.0,0.0,1798.4,1
24049,BPSK,0.04,0.08,0.062,32,0.0,0.0,80.0,0.0,1798.4,1
24050,QPSK,0.05,0.145,0.074,32,0.0,0.0,80.0,0.0,1798.4,1
24051,QPSK,0.05,0.15,0.142,32,0.0,0.0,80.0,0.0,1798.4,1
24052,QPSK,0.0628,0.06,0.144,32,0.0,0.0,80.0,0.0,1798.4,1
24053,QPSK,0.04,0.165,0.074,32,0.0,0.0,80.0,0.0,1798.4,1
24054,QPSK,0.04,0.17,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
24055,BPSK,0.01,0.12,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
24056,QPSK,0.08,0.19,0.07,32,0.0,0.0,80.0,0.0,1798.4,1
24057,QPSK,0.0628,0.16,0.066,32,0.0,0.0,80.0,0.0,1798.4,1
24058,QPSK,0.05,0.14,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
24059,BPSK,0.08,0.105,0.018,32,0.0,0.0,80.0,0.0,1798.4,1
24060,BPSK,0.0314,0.17,0.03,32,0.0,0.0,80.0,0.0,1798.4,1
24061,QPSK,0.0314,0.135,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
24062,QPSK,0.01,0.11,0.002,32,0.0,0.0,80.0,0.0,1798.4,1
24063,QPSK,0.02,0.04,0.16,32,0.0,0.0,80.0,0.0,1798.4,1
24064,BPSK,0.04,0.065,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
24065,QPSK,0.08,0.16,0.064,32,0.0,0.0,80.0,0.0,1798.4,1
24066,QPSK,0.1,0.075,0.142,32,0.0,0.0,80.0,0.0,1798.4,1
24067,BPSK,0.04,0.085,0.042,32,0.0,0.0,80.0,0.0,1798.4,1
24068,BPSK,0.02,0.045,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
24069,QPSK,0.1,0.195,0.07,32,0.0,0.0,80.0,0.0,1798.4,1
24070,QPSK,0.02,0.03,0.148,32,0.0,0.0,80.0,0.0,1798.4,1
24071,BPSK,0.1,0.115,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
24072,QPSK,0.02,0.1,0.07,32,0.0,0.0,80.0,0.0,1798.4,1
24073,QPSK,0.04,0.19,0.13,32,0.0,0.0,80.0,0.0,1798.4,1
24074,BPSK,0.02,0.1,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
24075,QPSK,0.05,0.135,0.078,32,0.0,0.0,80.0,0.0,1798.4,1
24076,BPSK,0.08,0.06,0.058,32,0.0,0.0,80.0,0.0,1798.4,1
24077,QPSK,0.0628,0.05,0.078,32,0.0,0.0,80.0,0.0,1798.4,1
24078,QPSK,0.0314,0.14,0.144,32,0.0,0.0,80.0,0.0,1798.4,1
24079,QPSK,0.05,0.145,0.024,32,0.0,0.0,80.0,0.0,1798.4,1
24080,BPSK,0.02,0.045,0.052,32,0.0,0.0,80.0,0.0,1798.4,1
24081,QPSK,0.0314,0.055,0.056,32,0.0,0.0,80.0,0.0,1798.4,1
24082,QPSK,0.0628,0.065,0.01,32,0.0,0.0,80.0,0.0,1798.4,1
24083,QPSK,0.1,0.155,0.026,32,0.0,0.0,80.0,0.0,1798.4,1
24084,BPSK,0.05,0.19,0.054,32,0.0,0.0,80.0,0.0,1798.4,1
24085,QPSK,0.1,0.15,0.112,32,0.0,0.0,80.0,0.0,1798.4,1
24086,BPSK,0.08,0.19,0.004,32,0.0,0.0,80.0,0.0,1798.4,1
24087,BPSK,0.01,0.095,0.02,32,0.0,0.0,80.0,0.0,1798.4,1
24088,BPSK,0.05,0.125,0.146,32,0.0,0.0,80.0,0.0,1798.4,1
24089,QPSK,0.0314,0.1,0.044,32,0.0,0.0,80.0,0.0,1798.4,1
24090,QPSK,0.01,0.2,0.036,32,0.0,0.0,80.0,0.0,1798.4,1
24091,BPSK,0.02,0.145,0.06,32,0.0,0.0,80.0,0.0,1798.4,1
24092,QPSK,0.0314,0.03,0.048,32,0.0,0.0,80.0,0.0,1798.4,1
24093,QPSK,0.01,0.145,0.046,32,0.0,0.0,80.0,0.0,1798.4,1
24094,QPSK,0.02,0.04,0.046,32,0.0,0.0,80.0,0.0,1798.4,1
