Modulation,FLL_BW,Costas_BW,SymSync_BW,PreambleSize,NoiseVolt,FreqOffset,TimeOffset,PDR,BER,MatchedPkts,TotalPkts,ElapsedSec
BPSK,0.0314,0.1613,0.2916,32,0.0,0.0,1.0,60.0,0.2,6,10,0.06826472282409668
BPSK,0.0314,0.3176,0.1353,32,0.15,0.0,1.0,60.0,0.010000000000000002,6,10,0.06618356704711914
QPSK,0.0314,0.4218,0.1353,32,0.15,0.0,1.0,90.0,0.0025000000000000005,9,10,0.06365251541137695
BPSK,0.0314,0.1874,0.3437,32,0.0,0.0,1.0,0.0,0.5,0,10,0.06670999526977539
QPSK,0.0314,0.0628,0.025,64,0.0,0.005,1.0,90.0,0.0,9,10,0.06034398078918457
BPSK,0.0314,0.2395,0.1613,32,0.0,0.0,1.0,30.0,0.35,3,10,0.06045651435852051
QPSK,0.0314,0.0628,0.045,64,0.2,0.005,1.0,90.0,0.0025000000000000005,9,10,0.06371593475341797
BPSK,0.0314,0.1874,0.2655,32,0.15,0.0,1.0,80.0,0.005000000000000001,8,10,0.05873870849609375
QPSK,0.0314,0.0832,0.5,32,0.0,0.0,1.0,0.0,0.5,0,10,0.07808065414428711
BPSK,0.0314,0.0628,0.025,16,0.35,0.005,1.0,90.0,0.0025000000000000005,9,10,0.06770682334899902
BPSK,0.0314,0.0628,0.045,64,0.1,0.005,1.0005,80.0,0.005000000000000001,8,10,0.059574127197265625
BPSK,0.0314,0.1874,0.3176,32,0.15,0.0,1.0,0.0,0.025,0,10,0.07096648216247559
BPSK,0.0314,0.2655,0.2916,32,0.0,0.0,1.0,60.0,0.2,6,10,0.06303668022155762
BPSK,0.0314,0.0628,0.025,32,0.1,0.005,1.0002,90.0,0.0025000000000000005,9,10,0.07942581176757812
QPSK,0.0314,0.0628,0.025,48,0.1,0.005,1.0005,80.0,0.005000000000000001,8,10,0.0668935775756836
BPSK,0.0314,0.0571,0.005,32,0.15,0.0,1.0,90.0,0.0025000000000000005,9,10,0.07857275009155273
QPSK,0.0314,0.0628,0.08,48,0.05,0.005,1.0005,90.0,0.0025000000000000005,9,10,0.05617022514343262
QPSK,0.0314,0.4218,0.2395,32,0.15,0.0,1.0,90.0,0.0025000000000000005,9,10,0.06584668159484863
BPSK,0.0314,0.5,0.4218,32,0.0,0.0,1.0,0.0,0.5,0,10,0.06816983222961426
QPSK,0.0314,0.0628,0.08,48,0.2,0.005,0.9995,90.0,0.0025000000000000005,9,10,0.05823826789855957
QPSK,0.0314,0.0628,0.025,16,0.5,0.005,0.9998,80.0,0.005000000000000001,8,10,0.08611607551574707
QPSK,0.0314,0.2134,0.005,32,0.0,0.0,1.0,80.0,0.1,8,10,0.05406999588012695
BPSK,0.0314,0.0628,0.08,32,0.05,0.005,0.9998,70.0,0.0075,7,10,0.06816482543945312
QPSK,0.0314,0.0628,0.08,24,0.35,0.005,1.0002,90.0,0.0025000000000000005,9,10,0.0662083625793457
BPSK,0.0314,0.1613,0.5,32,0.0,0.0,1.0,0.0,0.5,0,10,0.07460784912109375
BPSK,0.0314,0.4739,0.1353,32,0.15,0.0,1.0,60.0,0.010000000000000002,6,10,0.07349252700805664
BPSK,0.0314,0.0628,0.045,16,0.0,0.005,0.9995,90.0,0.0,9,10,0.0650932788848877
BPSK,0.0314,0.3176,0.1353,32,0.0,0.0,1.0,40.0,0.3,4,10,0.08760547637939453
QPSK,0.0314,0.0628,0.045,64,0.35,0.005,0.9998,90.0,0.0025000000000000005,9,10,0.06035947799682617
QPSK,0.0314,0.3697,0.2655,32,0.0,0.0,1.0,80.0,0.1,8,10,0.07646536827087402
BPSK,0.0314,0.2134,0.2655,32,0.15,0.0,1.0,80.0,0.005000000000000001,8,10,0.06738042831420898
QPSK,0.0314,0.0628,0.025,32,0.5,0.005,1.0002,80.0,0.005000000000000001,8,10,0.07526946067810059
QPSK,0.0314,0.2655,0.2395,32,0.0,0.0,1.0,90.0,0.0,9,10,0.06051516532897949
BPSK,0.0314,0.3697,0.1874,32,0.15,0.0,1.0,70.0,0.0075,7,10,0.08428025245666504
QPSK,0.0314,0.2916,0.3437,32,0.15,0.0,1.0,70.0,0.0075,7,10,0.06552243232727051
QPSK,0.0314,0.3697,0.2916,32,0.0,0.0,1.0,90.0,0.0,9,10,0.06740379333496094
BPSK,0.0314,0.4218,0.005,32,0.0,0.0,1.0,90.0,0.0,9,10,0.07230329513549805
BPSK,0.12,0.03,0.045,32,0.02,0.015,1.0,90.0,0.0025000000000000005,9,10,0.07383012771606445
QPSK,0.0314,0.0311,0.1613,32,0.15,0.0,1.0,90.0,0.0025000000000000005,9,10,0.044649600982666016
BPSK,0.0314,0.4739,0.1092,32,0.15,0.0,1.0,70.0,0.0075,7,10,0.07716751098632812
