Modulation,FLL_BW,Costas_BW,SymSync_BW,PreambleSize,NoiseVolt,FreqOffset,TimeOffset,PDR,BER,MatchedPkts,TotalPkts,ElapsedSec
BPSK,0.0314,0.03,0.025,32,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.06369495391845703
BPSK,0.0314,0.03,0.025,32,0.45,0.0,1.0002,80.0,0.010000000000000002,8,10,0.037740230560302734
BPSK,0.0314,0.03,0.025,32,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.03822207450866699
BPSK,0.0314,0.03,0.025,32,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04377388954162598
BPSK,0.0314,0.03,0.025,48,0.0,-0.015,0.9998,90.0,0.0,9,10,0.03766441345214844
BPSK,0.0314,0.03,0.025,48,0.0,-0.015,1.0002,90.0,0.0,9,10,0.04475831985473633
BPSK,0.0314,0.03,0.025,48,0.0,0.0,0.9998,90.0,0.0,9,10,0.04556608200073242
BPSK,0.0314,0.03,0.025,48,0.0,0.0,1.0002,90.0,0.0,9,10,0.045299530029296875
BPSK,0.0314,0.03,0.025,48,0.0,0.015,0.9998,90.0,0.0,9,10,0.0475156307220459
BPSK,0.0314,0.03,0.025,48,0.0,0.015,1.0002,90.0,0.0,9,10,0.04336071014404297
BPSK,0.0314,0.03,0.025,48,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04414010047912598
BPSK,0.0314,0.03,0.025,48,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.043085575103759766
BPSK,0.0314,0.03,0.025,48,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.04505467414855957
BPSK,0.0314,0.03,0.025,48,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05198955535888672
BPSK,0.0314,0.03,0.025,48,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.059520721435546875
BPSK,0.0314,0.03,0.025,48,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04823470115661621
BPSK,0.0314,0.03,0.025,48,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.06153106689453125
BPSK,0.0314,0.03,0.025,48,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.04567384719848633
BPSK,0.0314,0.03,0.025,48,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.04729938507080078
BPSK,0.0314,0.03,0.025,48,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05795788764953613
BPSK,0.0314,0.03,0.025,48,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04982924461364746
BPSK,0.0314,0.03,0.025,48,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.05004477500915527
BPSK,0.0314,0.03,0.045,16,0.0,-0.015,0.9998,90.0,0.0,9,10,0.05194354057312012
BPSK,0.0314,0.03,0.045,16,0.0,-0.015,1.0002,90.0,0.0,9,10,0.0518040657043457
BPSK,0.0314,0.03,0.045,16,0.0,0.0,0.9998,90.0,0.0,9,10,0.03707551956176758
BPSK,0.0314,0.03,0.045,16,0.0,0.0,1.0002,90.0,0.0,9,10,0.036438703536987305
BPSK,0.0314,0.03,0.045,16,0.0,0.015,0.9998,90.0,0.0,9,10,0.04577970504760742
BPSK,0.0314,0.03,0.045,16,0.0,0.015,1.0002,90.0,0.0,9,10,0.04752516746520996
BPSK,0.0314,0.03,0.045,16,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.03360772132873535
BPSK,0.0314,0.03,0.045,16,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.0410761833190918
BPSK,0.0314,0.03,0.045,16,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.04086637496948242
BPSK,0.0314,0.03,0.045,16,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.04403829574584961
BPSK,0.0314,0.03,0.045,16,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04461193084716797
BPSK,0.0314,0.03,0.045,16,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.07444262504577637
BPSK,0.0314,0.03,0.045,16,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04822063446044922
BPSK,0.0314,0.03,0.045,16,0.45,-0.015,1.0002,80.0,0.010000000000000002,8,10,0.03603696823120117
BPSK,0.0314,0.03,0.045,16,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.046181440353393555
BPSK,0.0314,0.03,0.045,16,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05993819236755371
BPSK,0.0314,0.03,0.045,16,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.042996883392333984
BPSK,0.0314,0.03,0.045,16,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04464554786682129
BPSK,0.0314,0.03,0.045,32,0.0,-0.015,0.9998,90.0,0.0,9,10,0.04512953758239746
BPSK,0.0314,0.03,0.045,32,0.0,-0.015,1.0002,90.0,0.0,9,10,0.06519293785095215
BPSK,0.0314,0.03,0.045,32,0.0,0.0,0.9998,90.0,0.0,9,10,0.040180206298828125
BPSK,0.0314,0.03,0.045,32,0.0,0.0,1.0002,90.0,0.0,9,10,0.0537714958190918
BPSK,0.0314,0.03,0.045,32,0.0,0.015,0.9998,90.0,0.0,9,10,0.041823625564575195
BPSK,0.0314,0.03,0.045,32,0.0,0.015,1.0002,90.0,0.0,9,10,0.04801774024963379
BPSK,0.0314,0.03,0.045,32,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.045889854431152344
BPSK,0.0314,0.03,0.045,32,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05578756332397461
BPSK,0.0314,0.03,0.045,32,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.044214487075805664
BPSK,0.0314,0.03,0.045,32,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05466890335083008
BPSK,0.0314,0.03,0.045,32,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.05510449409484863
BPSK,0.0314,0.03,0.045,32,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04718327522277832
BPSK,0.0314,0.03,0.045,32,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04199790954589844
BPSK,0.0314,0.03,0.045,32,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.0446314811706543
BPSK,0.0314,0.03,0.045,32,0.45,0.0,0.9998,80.0,0.010000000000000002,8,10,0.049721479415893555
BPSK,0.0314,0.03,0.045,32,0.45,0.0,1.0002,80.0,0.010000000000000002,8,10,0.06056070327758789
BPSK,0.0314,0.03,0.045,32,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04904460906982422
BPSK,0.0314,0.03,0.045,32,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.048195838928222656
BPSK,0.0314,0.03,0.045,48,0.0,-0.015,0.9998,90.0,0.0,9,10,0.05563521385192871
BPSK,0.0314,0.03,0.045,48,0.0,-0.015,1.0002,90.0,0.0,9,10,0.0657954216003418
BPSK,0.0314,0.03,0.045,48,0.0,0.0,0.9998,90.0,0.0,9,10,0.04522824287414551
BPSK,0.0314,0.03,0.045,48,0.0,0.0,1.0002,90.0,0.0,9,10,0.045467376708984375
BPSK,0.0314,0.03,0.045,48,0.0,0.015,0.9998,90.0,0.0,9,10,0.04867219924926758
BPSK,0.0314,0.03,0.045,48,0.0,0.015,1.0002,90.0,0.0,9,10,0.03474903106689453
BPSK,0.0314,0.03,0.045,48,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04486083984375
BPSK,0.0314,0.03,0.045,48,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.04600954055786133
BPSK,0.0314,0.03,0.045,48,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.03753328323364258
BPSK,0.0314,0.03,0.045,48,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.042829036712646484
BPSK,0.0314,0.03,0.045,48,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.0455019474029541
BPSK,0.0314,0.03,0.045,48,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.042465925216674805
BPSK,0.0314,0.03,0.045,48,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.03935694694519043
BPSK,0.0314,0.03,0.045,48,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05169105529785156
BPSK,0.0314,0.03,0.045,48,0.45,0.0,0.9998,80.0,0.010000000000000002,8,10,0.05110526084899902
BPSK,0.0314,0.03,0.045,48,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.049483299255371094
BPSK,0.0314,0.03,0.045,48,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04583024978637695
BPSK,0.0314,0.03,0.045,48,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04239368438720703
BPSK,0.0314,0.03,0.08,16,0.0,-0.015,0.9998,90.0,0.0,9,10,0.04683661460876465
BPSK,0.0314,0.03,0.08,16,0.0,-0.015,1.0002,90.0,0.0,9,10,0.04134702682495117
BPSK,0.0314,0.03,0.08,16,0.0,0.0,0.9998,90.0,0.0,9,10,0.045754194259643555
BPSK,0.0314,0.03,0.08,16,0.0,0.0,1.0002,90.0,0.0,9,10,0.032636165618896484
BPSK,0.0314,0.03,0.08,16,0.0,0.015,0.9998,90.0,0.0,9,10,0.047023773193359375
BPSK,0.0314,0.03,0.08,16,0.0,0.015,1.0002,90.0,0.0,9,10,0.03749537467956543
BPSK,0.0314,0.03,0.08,16,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.039888620376586914
BPSK,0.0314,0.03,0.08,16,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.03828835487365723
BPSK,0.0314,0.03,0.08,16,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.04833674430847168
BPSK,0.0314,0.03,0.08,16,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05086159706115723
BPSK,0.0314,0.03,0.08,16,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.044830322265625
BPSK,0.0314,0.03,0.08,16,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04416179656982422
BPSK,0.0314,0.03,0.08,16,0.45,-0.015,0.9998,60.0,0.020000000000000004,6,10,0.050890207290649414
BPSK,0.0314,0.03,0.08,16,0.45,-0.015,1.0002,80.0,0.010000000000000002,8,10,0.05854344367980957
BPSK,0.0314,0.03,0.08,16,0.45,0.0,0.9998,80.0,0.010000000000000002,8,10,0.04544997215270996
BPSK,0.0314,0.03,0.08,16,0.45,0.0,1.0002,80.0,0.010000000000000002,8,10,0.0426478385925293
BPSK,0.0314,0.03,0.08,16,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.06772232055664062
BPSK,0.0314,0.03,0.08,16,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04128408432006836
BPSK,0.0314,0.03,0.08,32,0.0,-0.015,0.9998,90.0,0.0,9,10,0.05366921424865723
BPSK,0.0314,0.03,0.08,32,0.0,-0.015,1.0002,90.0,0.0,9,10,0.03996920585632324
BPSK,0.0314,0.03,0.08,32,0.0,0.0,0.9998,90.0,0.0,9,10,0.042879581451416016
BPSK,0.0314,0.03,0.08,32,0.0,0.0,1.0002,90.0,0.0,9,10,0.046973228454589844
BPSK,0.0314,0.03,0.08,32,0.0,0.015,0.9998,90.0,0.0,9,10,0.05313992500305176
BPSK,0.0314,0.03,0.08,32,0.0,0.015,1.0002,90.0,0.0,9,10,0.04852771759033203
BPSK,0.0314,0.03,0.08,32,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.056186676025390625
BPSK,0.0314,0.03,0.08,32,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.04092073440551758
BPSK,0.0314,0.03,0.08,32,0.2,0.0,0.9998,80.0,0.010000000000000002,8,10,0.046235084533691406
BPSK,0.0314,0.03,0.08,32,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.04575610160827637
BPSK,0.0314,0.03,0.08,32,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04079437255859375
BPSK,0.0314,0.03,0.08,32,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04118919372558594
BPSK,0.0314,0.03,0.08,32,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.041773319244384766
BPSK,0.0314,0.03,0.08,32,0.45,-0.015,1.0002,70.0,0.015,7,10,0.04573798179626465
BPSK,0.0314,0.03,0.08,32,0.45,0.0,0.9998,70.0,0.015,7,10,0.04383039474487305
BPSK,0.0314,0.03,0.08,32,0.45,0.0,1.0002,80.0,0.010000000000000002,8,10,0.046964168548583984
BPSK,0.0314,0.03,0.08,32,0.45,0.015,0.9998,80.0,0.010000000000000002,8,10,0.046286582946777344
BPSK,0.0314,0.03,0.08,32,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.03889322280883789
BPSK,0.0314,0.03,0.08,48,0.0,-0.015,0.9998,90.0,0.0,9,10,0.06380867958068848
BPSK,0.0314,0.03,0.08,48,0.0,-0.015,1.0002,90.0,0.0,9,10,0.04969668388366699
BPSK,0.0314,0.03,0.08,48,0.0,0.0,0.9998,90.0,0.0,9,10,0.04501843452453613
BPSK,0.0314,0.03,0.08,48,0.0,0.0,1.0002,90.0,0.0,9,10,0.03901505470275879
BPSK,0.0314,0.03,0.08,48,0.0,0.015,0.9998,90.0,0.0,9,10,0.052413225173950195
BPSK,0.0314,0.03,0.08,48,0.0,0.015,1.0002,90.0,0.0,9,10,0.04488515853881836
BPSK,0.0314,0.03,0.08,48,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.048624515533447266
BPSK,0.0314,0.03,0.08,48,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.046514272689819336
BPSK,0.0314,0.03,0.08,48,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.036769866943359375
BPSK,0.0314,0.03,0.08,48,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.03743267059326172
BPSK,0.0314,0.03,0.08,48,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04963874816894531
BPSK,0.0314,0.03,0.08,48,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.05269956588745117
BPSK,0.0314,0.03,0.08,48,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.05078434944152832
BPSK,0.0314,0.03,0.08,48,0.45,-0.015,1.0002,80.0,0.010000000000000002,8,10,0.07048416137695312
BPSK,0.0314,0.03,0.08,48,0.45,0.0,0.9998,80.0,0.010000000000000002,8,10,0.052335500717163086
BPSK,0.0314,0.03,0.08,48,0.45,0.0,1.0002,80.0,0.010000000000000002,8,10,0.04858040809631348
BPSK,0.0314,0.03,0.08,48,0.45,0.015,0.9998,80.0,0.010000000000000002,8,10,0.03720903396606445
BPSK,0.0314,0.03,0.08,48,0.45,0.015,1.0002,70.0,0.015,7,10,0.03730010986328125
BPSK,0.0314,0.0628,0.025,16,0.0,-0.015,0.9998,90.0,0.0,9,10,0.0369112491607666
BPSK,0.0314,0.0628,0.025,16,0.0,-0.015,1.0002,90.0,0.0,9,10,0.053434133529663086
BPSK,0.0314,0.0628,0.025,16,0.0,0.0,0.9998,90.0,0.0,9,10,0.037513017654418945
BPSK,0.0314,0.0628,0.025,16,0.0,0.0,1.0002,90.0,0.0,9,10,0.028074979782104492
BPSK,0.0314,0.0628,0.025,16,0.0,0.015,0.9998,90.0,0.0,9,10,0.03894615173339844
BPSK,0.0314,0.0628,0.025,16,0.0,0.015,1.0002,90.0,0.0,9,10,0.042324066162109375
BPSK,0.0314,0.0628,0.025,16,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04195094108581543
BPSK,0.0314,0.0628,0.025,16,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.03904390335083008
BPSK,0.0314,0.0628,0.025,16,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.05050849914550781
BPSK,0.0314,0.0628,0.025,16,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.040461063385009766
BPSK,0.0314,0.0628,0.025,16,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04481148719787598
BPSK,0.0314,0.0628,0.025,16,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.049863338470458984
BPSK,0.0314,0.0628,0.025,16,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.047156572341918945
BPSK,0.0314,0.0628,0.025,16,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05155444145202637
BPSK,0.0314,0.0628,0.025,16,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.0408167839050293
BPSK,0.0314,0.0628,0.025,16,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05869770050048828
BPSK,0.0314,0.0628,0.025,16,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.05829000473022461
BPSK,0.0314,0.0628,0.025,16,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04587817192077637
BPSK,0.0314,0.0628,0.025,32,0.0,-0.015,0.9998,90.0,0.0,9,10,0.047872304916381836
BPSK,0.0314,0.0628,0.025,32,0.0,-0.015,1.0002,90.0,0.0,9,10,0.055985212326049805
BPSK,0.0314,0.0628,0.025,32,0.0,0.0,0.9998,90.0,0.0,9,10,0.05528855323791504
BPSK,0.0314,0.0628,0.025,32,0.0,0.0,1.0002,90.0,0.0,9,10,0.0718231201171875
BPSK,0.0314,0.0628,0.025,32,0.0,0.015,0.9998,90.0,0.0,9,10,0.04737091064453125
BPSK,0.0314,0.0628,0.025,32,0.0,0.015,1.0002,90.0,0.0,9,10,0.03981828689575195
BPSK,0.0314,0.0628,0.025,32,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.048569440841674805
BPSK,0.0314,0.0628,0.025,32,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.0416719913482666
BPSK,0.0314,0.0628,0.025,32,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.042847394943237305
BPSK,0.0314,0.0628,0.025,32,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.04319262504577637
BPSK,0.0314,0.0628,0.025,32,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.041971683502197266
BPSK,0.0314,0.0628,0.025,32,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04466128349304199
BPSK,0.0314,0.0628,0.025,32,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.047918081283569336
BPSK,0.0314,0.0628,0.025,32,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.050515174865722656
BPSK,0.0314,0.0628,0.025,32,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.04060006141662598
BPSK,0.0314,0.0628,0.025,32,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.043949127197265625
BPSK,0.0314,0.0628,0.025,32,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.061670780181884766
BPSK,0.0314,0.0628,0.025,32,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.0432741641998291
BPSK,0.0314,0.0628,0.025,48,0.0,-0.015,0.9998,90.0,0.0,9,10,0.041481971740722656
BPSK,0.0314,0.0628,0.025,48,0.0,-0.015,1.0002,90.0,0.0,9,10,0.05588793754577637
BPSK,0.0314,0.0628,0.025,48,0.0,0.0,0.9998,90.0,0.0,9,10,0.057756662368774414
BPSK,0.0314,0.0628,0.025,48,0.0,0.0,1.0002,90.0,0.0,9,10,0.05242609977722168
BPSK,0.0314,0.0628,0.025,48,0.0,0.015,0.9998,90.0,0.0,9,10,0.05059170722961426
BPSK,0.0314,0.0628,0.025,48,0.0,0.015,1.0002,90.0,0.0,9,10,0.04610443115234375
BPSK,0.0314,0.0628,0.025,48,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04766654968261719
BPSK,0.0314,0.0628,0.025,48,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05563950538635254
BPSK,0.0314,0.0628,0.025,48,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.0482785701751709
BPSK,0.0314,0.0628,0.025,48,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05030035972595215
BPSK,0.0314,0.0628,0.025,48,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.05097389221191406
BPSK,0.0314,0.0628,0.025,48,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04598522186279297
BPSK,0.0314,0.0628,0.025,48,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.0491330623626709
BPSK,0.0314,0.0628,0.025,48,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05300331115722656
BPSK,0.0314,0.0628,0.025,48,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.05236220359802246
BPSK,0.0314,0.0628,0.025,48,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.05237174034118652
BPSK,0.0314,0.0628,0.025,48,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.045701026916503906
BPSK,0.0314,0.0628,0.025,48,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.05272936820983887
BPSK,0.0314,0.0628,0.045,16,0.0,-0.015,0.9998,90.0,0.0,9,10,0.07411766052246094
BPSK,0.0314,0.0628,0.045,16,0.0,-0.015,1.0002,90.0,0.0,9,10,0.03608894348144531
BPSK,0.0314,0.0628,0.045,16,0.0,0.0,0.9998,90.0,0.0,9,10,0.058746337890625
BPSK,0.0314,0.0628,0.045,16,0.0,0.0,1.0002,90.0,0.0,9,10,0.042034149169921875
BPSK,0.0314,0.0628,0.045,16,0.0,0.015,0.9998,90.0,0.0,9,10,0.044295310974121094
BPSK,0.0314,0.0628,0.045,16,0.0,0.015,1.0002,90.0,0.0,9,10,0.05719637870788574
BPSK,0.0314,0.0628,0.045,16,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.04206657409667969
BPSK,0.0314,0.0628,0.045,16,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.040802955627441406
BPSK,0.0314,0.0628,0.045,16,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.04336738586425781
BPSK,0.0314,0.0628,0.045,16,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.04411935806274414
BPSK,0.0314,0.0628,0.045,16,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.044561147689819336
BPSK,0.0314,0.0628,0.045,16,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04439687728881836
BPSK,0.0314,0.0628,0.045,16,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.048065185546875
BPSK,0.0314,0.0628,0.045,16,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.054350852966308594
BPSK,0.0314,0.0628,0.045,16,0.45,0.0,0.9998,90.0,0.005000000000000001,9,10,0.05186200141906738
BPSK,0.0314,0.0628,0.045,16,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.041351318359375
BPSK,0.0314,0.0628,0.045,16,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.061940670013427734
BPSK,0.0314,0.0628,0.045,16,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.036960601806640625
BPSK,0.0314,0.0628,0.045,32,0.0,-0.015,0.9998,90.0,0.0,9,10,0.06210756301879883
BPSK,0.0314,0.0628,0.045,32,0.0,-0.015,1.0002,90.0,0.0,9,10,0.07488298416137695
BPSK,0.0314,0.0628,0.045,32,0.0,0.0,0.9998,90.0,0.0,9,10,0.04855680465698242
BPSK,0.0314,0.0628,0.045,32,0.0,0.0,1.0002,90.0,0.0,9,10,0.05411696434020996
BPSK,0.0314,0.0628,0.045,32,0.0,0.015,0.9998,90.0,0.0,9,10,0.04693198204040527
BPSK,0.0314,0.0628,0.045,32,0.0,0.015,1.0002,90.0,0.0,9,10,0.03969573974609375
BPSK,0.0314,0.0628,0.045,32,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.055123329162597656
BPSK,0.0314,0.0628,0.045,32,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.04518294334411621
BPSK,0.0314,0.0628,0.045,32,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.053629398345947266
BPSK,0.0314,0.0628,0.045,32,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.06317520141601562
BPSK,0.0314,0.0628,0.045,32,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04805564880371094
BPSK,0.0314,0.0628,0.045,32,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.05098557472229004
BPSK,0.0314,0.0628,0.045,32,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.058417320251464844
BPSK,0.0314,0.0628,0.045,32,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.041690826416015625
BPSK,0.0314,0.0628,0.045,32,0.45,0.0,0.9998,80.0,0.010000000000000002,8,10,0.05386924743652344
BPSK,0.0314,0.0628,0.045,32,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.0730433464050293
BPSK,0.0314,0.0628,0.045,32,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.05163168907165527
BPSK,0.0314,0.0628,0.045,32,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.06963491439819336
BPSK,0.0314,0.0628,0.045,48,0.0,-0.015,0.9998,90.0,0.0,9,10,0.0498964786529541
BPSK,0.0314,0.0628,0.045,48,0.0,-0.015,1.0002,90.0,0.0,9,10,0.0618898868560791
BPSK,0.0314,0.0628,0.045,48,0.0,0.0,0.9998,90.0,0.0,9,10,0.06437873840332031
BPSK,0.0314,0.0628,0.045,48,0.0,0.0,1.0002,90.0,0.0,9,10,0.049077749252319336
BPSK,0.0314,0.0628,0.045,48,0.0,0.015,0.9998,90.0,0.0,9,10,0.05479836463928223
BPSK,0.0314,0.0628,0.045,48,0.0,0.015,1.0002,90.0,0.0,9,10,0.05528545379638672
BPSK,0.0314,0.0628,0.045,48,0.2,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.045111656188964844
BPSK,0.0314,0.0628,0.045,48,0.2,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05107283592224121
BPSK,0.0314,0.0628,0.045,48,0.2,0.0,0.9998,90.0,0.005000000000000001,9,10,0.05178642272949219
BPSK,0.0314,0.0628,0.045,48,0.2,0.0,1.0002,90.0,0.005000000000000001,9,10,0.056174278259277344
BPSK,0.0314,0.0628,0.045,48,0.2,0.015,0.9998,90.0,0.005000000000000001,9,10,0.04614567756652832
BPSK,0.0314,0.0628,0.045,48,0.2,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04265594482421875
BPSK,0.0314,0.0628,0.045,48,0.45,-0.015,0.9998,90.0,0.005000000000000001,9,10,0.06693005561828613
BPSK,0.0314,0.0628,0.045,48,0.45,-0.015,1.0002,90.0,0.005000000000000001,9,10,0.05491280555725098
BPSK,0.0314,0.0628,0.045,48,0.45,0.0,0.9998,80.0,0.010000000000000002,8,10,0.04245424270629883
BPSK,0.0314,0.0628,0.045,48,0.45,0.0,1.0002,90.0,0.005000000000000001,9,10,0.04081106185913086
BPSK,0.0314,0.0628,0.045,48,0.45,0.015,0.9998,90.0,0.005000000000000001,9,10,0.050469398498535156
BPSK,0.0314,0.0628,0.045,48,0.45,0.015,1.0002,90.0,0.005000000000000001,9,10,0.04105806350708008
BPSK,0.0314,0.0628,0.08,16,0.0,-0.015,0.9998,90.0,0.0,9,10,0.05814170837402344
