Modulation,FLL_BW,Costas_BW,SymSync_BW,PreambleSize,NoiseVolt,FreqOffset,TimeOffset,Platform,PDR,BER,MatchedPkts,TotalPkts,ElapsedSec
QPSK,0.0314,0.0628,0.025,32,0.18,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.06883072853088379
BPSK,0.0314,0.0628,0.055,24,0.25,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.09334182739257812
QPSK,0.0314,0.0628,0.025,24,0.08,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.05929064750671387
QPSK,0.0314,0.0628,0.25,24,0.02,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06986546516418457
QPSK,0.0314,0.35,1.0,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.07643008232116699
BPSK,0.042,0.1,0.025,32,0.02,0.0,1.0,hardware,90.0,0.0025000000000000005,9,10,0.1028435230255127
BPSK,0.0314,0.0628,0.025,16,0.25,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07359480857849121
BPSK,0.0314,0.0628,0.25,32,0.5,0.005,1.0,hardware,10.0,0.022500000000000003,1,10,0.08623456954956055
QPSK,0.0314,0.0628,1.0,48,0.08,0.005,1.0008,hardware,0.0,0.025,0,10,0.06692743301391602
BPSK,0.0314,0.0628,0.055,48,0.0,0.005,1.0008,hardware,70.0,0.15,7,10,0.10406780242919922
QPSK,0.0314,0.0628,0.115,32,0.02,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.09008502960205078
BPSK,0.0314,0.0628,0.5,24,0.02,0.005,0.9999,hardware,0.0,0.025,0,10,0.07074260711669922
QPSK,0.0314,0.0628,0.5,32,0.0,0.005,0.9996,hardware,0.0,0.5,0,10,0.07232356071472168
QPSK,0.0314,0.0628,0.5,64,0.25,0.005,0.9992,software,0.0,0.025,0,10,0.06737685203552246
BPSK,0.0314,0.0628,0.5,32,0.5,0.005,0.9992,software,0.0,0.025,0,10,0.07116937637329102
BPSK,0.0314,0.0628,0.055,24,0.5,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.0857994556427002
BPSK,0.0314,0.0628,1.0,48,0.0,0.005,1.0,software,0.0,0.5,0,10,0.07806730270385742
QPSK,0.0314,0.0628,0.025,24,0.12,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.18056750297546387
QPSK,0.0314,0.0628,0.5,24,0.08,0.005,1.0,software,0.0,0.025,0,10,0.0744929313659668
QPSK,0.0314,0.0628,0.5,16,0.25,0.005,1.0008,hardware,50.0,0.0125,5,10,0.0960702896118164
BPSK,0.0314,0.135,0.018,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.07239270210266113
QPSK,0.0314,0.0628,0.025,16,0.05,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.059250593185424805
BPSK,0.0314,0.0628,0.25,48,0.0,0.005,1.0,hardware,50.0,0.25,5,10,0.07658100128173828
BPSK,0.0314,0.0628,0.115,32,0.05,0.005,1.0004,hardware,0.0,0.025,0,10,0.08265566825866699
QPSK,0.0314,0.0628,0.5,16,0.5,0.005,0.9999,hardware,0.0,0.025,0,10,0.06798505783081055
BPSK,0.0314,0.0628,0.5,64,0.5,0.005,1.0008,software,0.0,0.025,0,10,0.0688016414642334
BPSK,0.0314,0.0628,0.115,24,0.25,0.005,1.0,software,80.0,0.005000000000000001,8,10,0.07119441032409668
QPSK,0.0314,0.0628,0.25,16,0.12,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.07037901878356934
BPSK,0.0314,1.0,0.7,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.07809209823608398
BPSK,0.0314,0.0628,0.25,16,0.5,0.005,0.9999,software,20.0,0.020000000000000004,2,10,0.06880474090576172
QPSK,0.0314,0.0628,0.055,32,0.12,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.07314348220825195
QPSK,0.0314,0.055,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.07532215118408203
BPSK,0.0314,0.0628,0.025,16,0.12,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.07704973220825195
QPSK,0.0314,0.075,0.3,32,0.15,0.0,1.0,software,0.0,0.025,0,10,0.0764017105102539
QPSK,0.0314,0.2,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.08381772041320801
BPSK,0.0314,0.0628,0.025,32,0.25,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.0831913948059082
QPSK,0.0314,0.0628,0.01,32,0.12,0.005,0.9996,software,80.0,0.005000000000000001,8,10,0.08640241622924805
BPSK,0.0314,0.0628,0.01,64,0.0,0.005,0.9996,hardware,90.0,0.0,9,10,0.12810945510864258
QPSK,0.0314,0.0628,0.25,32,0.18,0.005,0.9992,software,50.0,0.0125,5,10,0.09188008308410645
QPSK,0.0314,0.0628,0.01,32,0.35,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.0855259895324707
QPSK,0.0314,0.135,0.045,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0819404125213623
QPSK,0.0314,0.0628,0.25,64,0.02,0.005,1.0004,hardware,80.0,0.005000000000000001,8,10,0.08245182037353516
BPSK,0.0314,0.0628,1.0,64,0.12,0.005,0.9999,hardware,0.0,0.025,0,10,0.07918453216552734
QPSK,0.0314,0.0628,1.0,48,0.0,0.005,0.9996,hardware,0.0,0.5,0,10,0.088775634765625
BPSK,0.0314,0.0628,0.115,16,0.12,0.005,1.0,software,80.0,0.005000000000000001,8,10,0.06181192398071289
QPSK,0.0314,0.0628,0.055,16,0.25,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.0806283950805664
QPSK,0.0314,0.0628,0.025,32,0.0,0.005,1.0,hardware,90.0,0.0,9,10,0.08728861808776855
BPSK,0.0314,0.0628,0.01,24,0.5,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.08642888069152832
QPSK,0.0314,0.0628,0.055,24,0.5,0.005,1.0008,software,90.0,0.0025000000000000005,9,10,0.08215665817260742
BPSK,0.0314,0.0628,0.01,48,0.12,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.08657073974609375
BPSK,0.0314,0.0628,0.055,16,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.09394335746765137
QPSK,0.0314,0.0628,0.01,24,0.02,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.0827481746673584
BPSK,0.0314,0.0628,0.055,64,0.0,0.005,0.9999,software,60.0,0.2,6,10,0.12743496894836426
BPSK,0.01,0.0628,0.025,32,0.02,0.03,1.0,hardware,80.0,0.005000000000000001,8,10,0.09370136260986328
QPSK,0.0314,0.0628,1.0,48,0.35,0.005,0.9996,hardware,0.0,0.025,0,10,0.07749056816101074
BPSK,0.5,0.1,0.025,32,0.02,0.01,1.0,hardware,0.0,0.025,0,10,0.07734155654907227
BPSK,0.0314,0.0628,0.25,32,0.05,0.005,0.9992,software,80.0,0.005000000000000001,8,10,0.06853222846984863
QPSK,0.0314,1.0,0.045,32,0.0,0.0,1.0,software,60.0,0.2,6,10,0.06332063674926758
BPSK,0.0314,0.005,0.4,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0930633544921875
QPSK,0.0314,0.0628,0.025,64,0.08,0.005,0.9996,hardware,90.0,0.0025000000000000005,9,10,0.07272624969482422
BPSK,0.0314,0.055,0.018,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.06867623329162598
BPSK,0.0314,0.0628,0.115,24,0.12,0.005,0.9992,software,10.0,0.022500000000000003,1,10,0.0598452091217041
BPSK,0.005,0.1,0.025,32,0.02,-0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.07186532020568848
BPSK,0.0314,0.0628,0.5,48,0.5,0.005,0.9999,software,0.0,0.025,0,10,0.09804558753967285
QPSK,0.0314,0.0628,0.25,16,0.18,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.07251143455505371
BPSK,0.01,0.0628,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.07924151420593262
BPSK,0.0314,0.0628,0.01,16,0.08,0.005,1.0008,software,20.0,0.020000000000000004,2,10,0.06600356101989746
BPSK,0.0314,0.0628,0.025,32,0.5,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.07347488403320312
QPSK,0.0314,0.0628,0.09,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08548808097839355
QPSK,0.0314,0.0628,0.115,24,0.18,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.06814265251159668
BPSK,0.0314,0.0628,1.0,64,0.08,0.005,1.0,software,0.0,0.025,0,10,0.07640600204467773
QPSK,0.0314,0.0628,0.25,16,0.02,0.005,1.0,software,70.0,0.0075,7,10,0.09236812591552734
BPSK,0.0314,0.0628,0.01,16,0.35,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07291388511657715
QPSK,0.0314,0.0628,0.025,64,0.02,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.0911414623260498
QPSK,0.01,0.03,0.025,32,0.02,-0.01,1.0,hardware,80.0,0.005000000000000001,8,10,0.08036971092224121
BPSK,0.0314,0.0628,0.115,32,0.35,0.005,0.9996,hardware,70.0,0.0075,7,10,0.08975481986999512
BPSK,0.0314,0.0628,0.055,16,0.02,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.08687400817871094
BPSK,0.0314,0.25,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.07439136505126953
QPSK,0.0314,0.7,0.005,32,0.15,0.0,1.0,software,80.0,0.005000000000000001,8,10,0.08073639869689941
BPSK,0.0314,0.0628,0.25,24,0.25,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.09336519241333008
BPSK,0.0314,0.0628,1.0,24,0.08,0.005,1.0,hardware,0.0,0.025,0,10,0.09155583381652832
QPSK,0.0314,0.0628,0.01,32,0.08,0.005,1.0008,software,30.0,0.017499999999999998,3,10,0.07761025428771973
BPSK,0.0314,0.0628,1.0,48,0.25,0.005,0.9996,hardware,0.0,0.025,0,10,0.09474754333496094
BPSK,0.0314,0.0628,1.0,32,0.12,0.005,0.9992,hardware,0.0,0.025,0,10,0.07474851608276367
QPSK,0.0314,0.0628,0.5,24,0.0,0.005,1.0,hardware,0.0,0.5,0,10,0.06320595741271973
QPSK,0.0314,0.0628,0.25,64,0.25,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.10485339164733887
QPSK,0.0314,0.0628,0.5,48,0.0,0.005,0.9996,software,0.0,0.5,0,10,0.08456301689147949
BPSK,0.0314,0.0628,0.25,48,0.25,0.005,1.0001,hardware,50.0,0.0125,5,10,0.060423851013183594
QPSK,0.0314,0.0628,0.01,32,0.02,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.10443973541259766
QPSK,0.25,0.03,0.025,32,0.02,-0.01,1.0,hardware,0.0,0.025,0,10,0.0724327564239502
QPSK,0.0314,0.0628,0.5,16,0.08,0.005,1.0,software,0.0,0.025,0,10,0.061695098876953125
BPSK,0.7,0.0628,0.025,32,0.02,0.0,1.0,software,0.0,0.025,0,10,0.06997942924499512
QPSK,0.0314,0.0628,0.01,48,0.05,0.005,0.9992,hardware,30.0,0.017499999999999998,3,10,0.0914151668548584
QPSK,0.0314,0.0628,0.5,24,0.05,0.005,0.9999,software,0.0,0.025,0,10,0.08351516723632812
QPSK,0.0314,0.0628,1.0,48,0.02,0.005,0.9992,hardware,0.0,0.025,0,10,0.06810665130615234
QPSK,0.0314,0.2,0.18,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0807349681854248
BPSK,0.0314,0.0628,0.01,64,0.35,0.005,1.0004,software,30.0,0.017499999999999998,3,10,0.06601119041442871
BPSK,0.0314,0.0628,0.25,64,0.5,0.005,0.9996,hardware,50.0,0.0125,5,10,0.10276126861572266
QPSK,0.0314,0.0628,0.025,16,0.12,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.06943774223327637
BPSK,0.0314,0.0628,0.025,32,0.08,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.06812763214111328
BPSK,0.0314,0.0628,0.115,64,0.08,0.005,1.0,software,70.0,0.0075,7,10,0.07711410522460938
QPSK,0.0314,0.0628,0.115,24,0.12,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.08864736557006836
QPSK,0.0314,0.0628,0.055,32,0.35,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.06145024299621582
BPSK,0.0314,0.0628,0.055,16,0.0,0.005,0.9999,hardware,90.0,0.0,9,10,0.0793454647064209
QPSK,0.0314,0.0628,0.115,64,0.05,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.09267520904541016
QPSK,0.0314,0.0628,0.25,16,0.35,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.062125444412231445
QPSK,0.0314,0.0628,0.5,16,0.0,0.005,1.0004,software,0.0,0.5,0,10,0.08596658706665039
QPSK,0.0314,0.0628,0.5,64,0.5,0.005,1.0008,hardware,10.0,0.022500000000000003,1,10,0.08330726623535156
QPSK,0.0314,0.0628,1.0,64,0.08,0.005,1.0008,software,0.0,0.025,0,10,0.06562614440917969
BPSK,0.0314,0.0628,0.115,16,0.0,0.005,0.9996,hardware,70.0,0.15,7,10,0.07371759414672852
BPSK,0.0314,0.0628,0.055,48,0.12,0.005,0.9996,software,90.0,0.0025000000000000005,9,10,0.06240701675415039
BPSK,0.0314,0.0628,0.5,64,0.0,0.005,1.0,software,0.0,0.5,0,10,0.09238529205322266
QPSK,0.0314,0.135,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.0795755386352539
QPSK,0.0314,0.0628,0.01,32,0.5,0.005,1.0004,software,30.0,0.017499999999999998,3,10,0.0880131721496582
QPSK,0.0314,0.0628,0.5,16,0.18,0.005,1.0008,software,0.0,0.025,0,10,0.07525897026062012
BPSK,0.0314,0.0628,0.115,16,0.0,0.005,1.0008,software,50.0,0.25,5,10,0.06676030158996582
BPSK,0.0314,0.0628,0.115,48,0.02,0.005,0.9996,hardware,40.0,0.015,4,10,0.07991790771484375
QPSK,0.0314,0.045,0.23,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.08831429481506348
BPSK,0.0314,0.0628,1.0,16,0.0,0.005,1.0004,hardware,0.0,0.5,0,10,0.09757781028747559
BPSK,0.0314,0.0628,0.5,32,0.18,0.005,1.0001,software,0.0,0.025,0,10,0.0783243179321289
BPSK,0.0314,0.0628,0.5,24,0.0,0.005,1.0,software,0.0,0.5,0,10,0.07237362861633301
BPSK,0.0314,0.0628,0.055,64,0.08,0.005,1.0004,software,60.0,0.010000000000000002,6,10,0.08115863800048828
QPSK,0.0314,0.0628,0.025,64,0.08,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08105993270874023
QPSK,0.0314,0.0628,0.115,64,0.08,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.0717477798461914
QPSK,0.0314,0.0628,0.25,24,0.25,0.005,1.0004,hardware,90.0,0.0025000000000000005,9,10,0.08112859725952148
QPSK,0.0314,0.0628,0.115,16,0.5,0.005,1.0004,hardware,80.0,0.005000000000000001,8,10,0.07524633407592773
BPSK,0.0314,0.0628,0.25,32,0.18,0.005,0.9999,software,30.0,0.017499999999999998,3,10,0.0833883285522461
QPSK,0.0314,0.0628,0.01,48,0.18,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0642552375793457
BPSK,0.0314,0.0628,0.025,64,0.08,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.0922396183013916
BPSK,0.0314,0.0628,0.5,32,0.02,0.005,0.9999,software,0.0,0.025,0,10,0.10503840446472168
QPSK,0.0314,0.0628,0.5,64,0.0,0.005,1.0001,hardware,0.0,0.5,0,10,0.08736252784729004
QPSK,0.0314,0.0628,1.0,48,0.05,0.005,1.0001,software,0.0,0.025,0,10,0.10001015663146973
BPSK,0.0314,0.0628,0.25,48,0.25,0.005,1.0008,hardware,10.0,0.022500000000000003,1,10,0.08302164077758789
BPSK,0.0314,0.0628,1.0,32,0.12,0.005,1.0004,hardware,0.0,0.025,0,10,0.08498477935791016
BPSK,0.0314,0.0628,0.025,48,0.08,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.08696317672729492
BPSK,0.075,0.0628,0.025,32,0.02,0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08530807495117188
BPSK,0.0314,0.0628,0.055,32,0.12,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.091705322265625
BPSK,0.0314,0.0628,0.055,24,0.35,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.07712721824645996
BPSK,0.0314,0.0628,0.01,16,0.12,0.005,0.9992,hardware,50.0,0.0125,5,10,0.07625651359558105
QPSK,0.0314,0.0628,0.025,16,0.25,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.07401037216186523
BPSK,0.0314,0.0628,0.5,64,0.12,0.005,1.0008,hardware,0.0,0.025,0,10,0.08144068717956543
QPSK,0.0314,0.11,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.0696566104888916
BPSK,0.0314,0.0628,0.01,16,0.35,0.005,1.0008,hardware,10.0,0.022500000000000003,1,10,0.08353328704833984
BPSK,0.0314,1.0,0.7,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.08556699752807617
QPSK,0.14,0.1,0.025,32,0.02,0.0,1.0,hardware,80.0,0.005000000000000001,8,10,0.0626981258392334
BPSK,0.0314,0.0628,0.5,24,0.08,0.005,1.0004,software,0.0,0.025,0,10,0.07688164710998535
QPSK,0.0314,0.0628,0.5,48,0.18,0.005,0.9999,hardware,0.0,0.025,0,10,0.0832676887512207
QPSK,0.0314,0.0628,0.5,32,0.12,0.005,1.0008,hardware,20.0,0.020000000000000004,2,10,0.0872042179107666
QPSK,0.0314,0.035,0.01,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.07011818885803223
BPSK,0.0314,0.0628,0.25,32,0.12,0.005,0.9992,hardware,0.0,0.025,0,10,0.06932497024536133
BPSK,0.075,0.0628,0.025,32,0.02,0.01,1.0,software,90.0,0.0025000000000000005,9,10,0.10025405883789062
BPSK,0.0314,0.0628,0.01,48,0.35,0.005,1.0004,hardware,60.0,0.010000000000000002,6,10,0.12260222434997559
BPSK,0.0314,0.0628,0.01,24,0.25,0.005,1.0,software,90.0,0.0025000000000000005,9,10,0.08349776268005371
QPSK,0.0314,0.0628,0.01,32,0.0,0.005,0.9992,software,40.0,0.3,4,10,0.07236480712890625
QPSK,0.0314,0.0628,0.115,32,0.08,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07047295570373535
QPSK,0.1,0.0628,0.025,32,0.02,0.03,1.0,hardware,30.0,0.017499999999999998,3,10,0.06262731552124023
QPSK,0.026,0.0628,0.025,32,0.02,-0.03,1.0,software,90.0,0.0025000000000000005,9,10,0.0677957534790039
QPSK,0.0314,0.0628,1.0,16,0.08,0.005,1.0008,hardware,0.0,0.025,0,10,0.07284927368164062
QPSK,0.0314,0.0628,1.0,16,0.12,0.005,0.9992,software,0.0,0.025,0,10,0.07541060447692871
QPSK,0.0314,0.0628,1.0,24,0.05,0.005,0.9992,hardware,0.0,0.025,0,10,0.08279585838317871
BPSK,0.0314,0.0628,1.0,64,0.18,0.005,0.9992,software,0.0,0.025,0,10,0.11213016510009766
QPSK,0.35,0.03,0.025,32,0.02,-0.02,1.0,software,0.0,0.025,0,10,0.0758981704711914
QPSK,0.0314,0.0628,0.025,16,0.0,0.005,0.9996,software,90.0,0.0,9,10,0.10553741455078125
QPSK,0.0314,0.0628,0.025,48,0.35,0.005,1.0001,software,90.0,0.0025000000000000005,9,10,0.07831263542175293
BPSK,0.0314,0.0628,1.0,32,0.35,0.005,0.9992,hardware,0.0,0.025,0,10,0.0963747501373291
BPSK,0.0314,0.35,1.0,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.08116984367370605
QPSK,0.0314,0.0628,0.025,32,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.08366751670837402
BPSK,0.0314,0.0628,1.0,16,0.05,0.005,1.0008,software,0.0,0.025,0,10,0.09409642219543457
QPSK,0.0314,0.0628,0.25,32,0.5,0.005,1.0008,software,60.0,0.010000000000000002,6,10,0.059332847595214844
BPSK,0.0314,0.0628,0.055,24,0.02,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.09305047988891602
BPSK,0.0314,0.0628,0.5,16,0.12,0.005,1.0001,hardware,0.0,0.025,0,10,0.07477116584777832
QPSK,0.0314,0.03,0.025,32,0.02,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.0812234878540039
QPSK,0.0314,0.0628,0.01,32,0.25,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.08918499946594238
QPSK,0.0314,0.0628,0.01,48,0.08,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.07978010177612305
QPSK,0.0314,0.0628,0.25,48,0.5,0.005,0.9999,hardware,70.0,0.0075,7,10,0.07772612571716309
BPSK,0.0314,0.0628,0.25,32,0.5,0.005,1.0004,software,80.0,0.005000000000000001,8,10,0.08781862258911133
BPSK,0.0314,0.0628,0.5,16,0.35,0.005,0.9999,hardware,0.0,0.025,0,10,0.08320832252502441
QPSK,0.0314,0.0628,1.0,32,0.02,0.005,1.0008,hardware,0.0,0.025,0,10,0.07536506652832031
QPSK,0.0314,0.0628,0.01,16,0.0,0.005,1.0008,hardware,20.0,0.4,2,10,0.0701131820678711
QPSK,0.0314,0.0628,0.25,64,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.06722164154052734
BPSK,0.0314,0.0628,1.0,24,0.25,0.005,0.9996,software,0.0,0.025,0,10,0.08584904670715332
QPSK,0.0314,0.0628,0.055,32,0.35,0.005,0.9999,hardware,90.0,0.0025000000000000005,9,10,0.07390046119689941
QPSK,0.0314,0.0628,1.0,64,0.08,0.005,0.9999,software,0.0,0.025,0,10,0.09891271591186523
BPSK,0.0314,0.0628,0.01,64,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.09473037719726562
QPSK,0.0314,0.025,0.01,32,0.15,0.0,1.0,software,70.0,0.0075,7,10,0.11976289749145508
QPSK,0.0314,0.0628,0.25,48,0.0,0.005,0.9992,software,60.0,0.2,6,10,0.0789642333984375
QPSK,0.0314,0.0628,0.01,16,0.25,0.005,1.0001,hardware,80.0,0.005000000000000001,8,10,0.07578110694885254
BPSK,0.018,0.03,0.025,32,0.02,-0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08194971084594727
QPSK,0.0314,0.0628,1.0,64,0.0,0.005,1.0001,hardware,0.0,0.5,0,10,0.08203768730163574
QPSK,0.0314,0.0628,0.055,64,0.12,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.08208203315734863
QPSK,0.01,0.0628,0.025,32,0.02,-0.02,1.0,software,80.0,0.005000000000000001,8,10,0.06874275207519531
QPSK,0.0314,0.0628,0.25,32,0.02,0.005,1.0004,hardware,60.0,0.010000000000000002,6,10,0.08279085159301758
QPSK,0.0314,0.0628,0.5,48,0.35,0.005,1.0,hardware,30.0,0.017499999999999998,3,10,0.0781104564666748
QPSK,0.0314,0.0628,0.25,24,0.12,0.005,0.9992,hardware,90.0,0.0025000000000000005,9,10,0.06344079971313477
BPSK,0.0314,0.0628,0.01,16,0.5,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07395362854003906
BPSK,0.0314,0.0628,0.5,24,0.25,0.005,0.9996,hardware,0.0,0.025,0,10,0.07714581489562988
BPSK,0.0314,0.0628,0.025,64,0.25,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.06532716751098633
BPSK,0.0314,0.0628,0.055,16,0.5,0.005,1.0,hardware,90.0,0.0025000000000000005,9,10,0.0843665599822998
QPSK,0.0314,0.0628,0.025,48,0.12,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.06818509101867676
QPSK,0.0314,0.0628,0.25,24,0.35,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.06790852546691895
BPSK,0.0314,0.0628,0.5,16,0.0,0.005,1.0008,hardware,0.0,0.5,0,10,0.08177971839904785
QPSK,0.0314,0.0628,0.055,48,0.05,0.005,0.9992,software,90.0,0.0025000000000000005,9,10,0.08340072631835938
QPSK,0.0314,0.0628,1.0,24,0.08,0.005,1.0001,software,0.0,0.025,0,10,0.07985138893127441
BPSK,0.0314,0.09,0.01,32,0.15,0.0,1.0,software,90.0,0.0025000000000000005,9,10,0.08884954452514648
QPSK,0.0314,0.0628,0.115,24,0.02,0.005,1.0004,software,90.0,0.0025000000000000005,9,10,0.07724428176879883
QPSK,0.0314,0.0628,0.01,48,0.35,0.005,1.0001,software,80.0,0.005000000000000001,8,10,0.09178042411804199
BPSK,0.0314,0.0628,0.5,32,0.25,0.005,0.9992,hardware,0.0,0.025,0,10,0.06433320045471191
QPSK,0.0314,0.0628,1.0,64,0.02,0.005,1.0,hardware,0.0,0.025,0,10,0.07174825668334961
BPSK,0.0314,0.0628,0.25,32,0.25,0.005,0.9992,hardware,0.0,0.025,0,10,0.08922052383422852
BPSK,0.0314,0.0628,0.055,48,0.05,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.09339547157287598
BPSK,0.0314,0.0628,0.025,64,0.5,0.005,1.0,software,40.0,0.015,4,10,0.08079767227172852
QPSK,0.0314,0.0628,0.025,32,0.5,0.005,0.9996,hardware,70.0,0.0075,7,10,0.09406924247741699
QPSK,0.0314,0.0628,1.0,24,0.0,0.005,1.0,hardware,0.0,0.5,0,10,0.08121204376220703
QPSK,0.0314,0.0628,0.025,64,0.02,0.005,1.0008,hardware,80.0,0.005000000000000001,8,10,0.06808042526245117
BPSK,0.0314,0.0628,0.025,48,0.05,0.005,0.9992,software,70.0,0.0075,7,10,0.09110116958618164
BPSK,0.0314,0.0628,1.0,48,0.12,0.005,0.9999,hardware,0.0,0.025,0,10,0.1005699634552002
QPSK,0.0314,1.0,0.5,32,0.0,0.0,1.0,software,0.0,0.5,0,10,0.07775044441223145
BPSK,0.0314,0.0628,0.115,32,0.12,0.005,1.0,hardware,50.0,0.0125,5,10,0.0998687744140625
QPSK,0.0314,0.055,0.18,32,0.0,0.0,1.0,software,90.0,0.0,9,10,0.08088827133178711
BPSK,0.14,0.0628,0.025,32,0.02,0.01,1.0,hardware,90.0,0.0025000000000000005,9,10,0.08172369003295898
BPSK,0.0314,0.0628,1.0,24,0.35,0.005,0.9996,hardware,0.0,0.025,0,10,0.07889747619628906
QPSK,0.0314,0.0628,0.5,48,0.25,0.005,0.9992,hardware,0.0,0.025,0,10,0.07550644874572754
BPSK,0.0314,0.0628,0.5,16,0.5,0.005,0.9999,software,0.0,0.025,0,10,0.07658886909484863
BPSK,0.0314,0.0628,0.5,64,0.25,0.005,1.0,software,0.0,0.025,0,10,0.08474445343017578
BPSK,0.0314,0.0628,0.25,32,0.5,0.005,1.0001,hardware,50.0,0.0125,5,10,0.10835790634155273
QPSK,0.0314,0.03,0.025,32,0.02,-0.03,1.0,hardware,90.0,0.0025000000000000005,9,10,0.07343506813049316
BPSK,0.0314,0.0628,1.0,32,0.08,0.005,1.0,software,0.0,0.025,0,10,0.07926201820373535
BPSK,0.0314,0.0628,0.025,24,0.18,0.005,0.9999,software,90.0,0.0025000000000000005,9,10,0.07984781265258789
BPSK,0.0314,0.0628,0.025,64,0.25,0.005,1.0008,hardware,90.0,0.0025000000000000005,9,10,0.08516573905944824
QPSK,0.0314,0.0628,0.25,48,0.05,0.005,1.0001,hardware,90.0,0.0025000000000000005,9,10,0.06296896934509277
